c'	PRO:DEM	ce
récompense	NOM	récompense
du	PRP:det	du
loria	NOM	loria
lui	PRO:PER	lui
a	VER:pres	avoir
été	VER:pper	être
remise	VER:pper	remettre
par	PRP	par
louis	NOM	louis
schuffenecker	NOM	schuffenecker
,	PUN	,
président	NOM	président
de	PRP	de
l'	DET:ART	le
inpl	NOM	inpl
.	SENT	.
khalid	NOM	khalid
daoudi	ADJ	daoudi
,	PUN	,
originaire	ADJ	originaire
du	PRP:det	du
maroc	NOM	maroc
,	PUN	,
a	VER:pres	avoir
réalisé	VER:pper	réaliser
un	DET:ART	un
parcours	NOM	parcours
universitaire	ADJ	universitaire
à	PRP	à
paris	NOM	pari
dauphine	NOM	dauphine
,	PUN	,
inria	ADJ	inria
rocquencourt	NOM	rocquencourt
et	KON	et
une	DET:ART	un
année	NOM	année
post-doctorale	ADJ	post-doctorale
à	PRP	à
l'	DET:ART	le
ecole	NOM	ecole
polytechnique	ADJ	polytechnique
de	PRP	de
montréal	ADJ	montréal
avant	PRP	avant
de	PRP	de
rejoindre	VER:infi	rejoindre
le	PRO:PER	le
mit	VER:simp	mettre
de	PRP	de
cambridge	NOM	cambridge
(	PUN	(
usa	VER:simp	user
).	VER:pper	).
ses	DET:POS	son
recherches	NOM	recherche
portent	VER:pres	porter
entre	PRP	entre
autres	ADJ	autre
,	PUN	,
sur	PRP	sur
la	DET:ART	le
reconnaissance	NOM	reconnaissance
de	PRP	de
la	DET:ART	le
parole	NOM	parole
,	PUN	,
l'	DET:ART	le
intelligence	NOM	intelligence
artificielle	ADJ	artificiel
,	PUN	,
le	DET:ART	le
traitement	NOM	traitement
du	PRP:det	du
signal	NOM	signal
...	PUN	...
la	DET:ART	le
médaille	NOM	médaille
lui	PRO:PER	lui
a	VER:pres	avoir
été	VER:pper	être
remise	VER:pper	remettre
par	PRP	par
m.	ABR	m.
nery	NOM	nery
,	PUN	,
président	NOM	président
de	PRP	de
l'	DET:ART	le
université	NOM	université
nancy	NOM	nancy
2	NUM	@card@
bertrand	NOM	bertrand
wallrich	ADJ	wallrich
,	PUN	,
diplômé	VER:pper	diplômer
de	PRP	de
l'	DET:ART	le
esstin	NOM	esstin
,	PUN	,
ingénieur	NOM	ingénieur
de	PRP	de
recherche	NOM	recherche
est	VER:pres	être
expert	ADJ	expert
sur	PRP	sur
les	DET:ART	le
réseaux	NOM	réseau
et	KON	et
les	DET:ART	le
protocoles	NOM	protocole
.	SENT	.
pendant	PRP	pendant
six	NUM	six
ans	NOM	an
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
travaillé	VER:pper	travailler
dans	PRP	dans
le	DET:ART	le
domaine	NOM	domaine
de	PRP	de
la	DET:ART	le
sécurité	NOM	sécurité
informatique	ADJ	informatique
.	SENT	.
il	PRO:PER	il
est	VER:pres	être
aujourd'hui	ADV	aujourd'hui
responsable	ADJ	responsable
du	PRP:det	du
service	NOM	service
des	PRP:det	du
moyens	NOM	moyen
informatiques	ADJ	informatique
du	PRP:det	du
loria	NOM	loria
.	SENT	.
sa	DET:POS	son
récompense	NOM	récompense
lui	PRO:PER	lui
a	VER:pres	avoir
été	VER:pper	être
remise	VER:pper	remettre
par	PRP	par
claude	NOM	claude
burlet	ADJ	burlet
,	PUN	,
président	NOM	président
de	PRP	de
l'	DET:ART	le
université	NOM	université
de	PRP	de
nancy	NOM	nancy
1	NUM	@card@
félicitations	NOM	félicitation
aux	PRP:det	au
récipiendaires	NOM	récipiendaire
.	SENT	.
