m.	ABR	m.
anciens	NOM	ancien
pour	PRP	pour
quantité	NOM	quantité
négligeable	ADJ	négligeable
.	SENT	.
enfin	ADV	enfin
,	PUN	,
que	KON	que
dire	VER:infi	dire
de	PRP	de
tous	PRO:IND	tout
les	DET:ART	le
«	PUN:cit	«
euh	INT	euh
,	PUN	,
heu	NOM	heu
ou	KON	ou
oeufs	NOM	œuf
..	ADJ	..
»	PUN:cit	»
émaillant	VER:ppre	émailler
certains	PRO:IND	certain
exposés	NOM	exposé
?	SENT	?
c'	PRO:DEM	ce
est	VER:pres	être
très	ADV	très
pénible	ADJ	pénible
pour	PRP	pour
ceux	PRO:DEM	celui
qui	PRO:REL	qui
écoutent	VER:pres	écouter
.	SENT	.
les	DET:ART	le
personnes	NOM	personne
parlant	VER:ppre	parler
sur	PRP	sur
les	DET:ART	le
ondes	NOM	onde
devraient	VER:cond	devoir
se	PRO:PER	se
surveiller	VER:infi	surveiller
.	SENT	.
le	DET:ART	le
temps	NOM	temps
est	VER:pres	être
passé	VER:pper	passer
où	PRO:REL	où
,	PUN	,
avant	PRP	avant
de	PRP	de
diffuser	VER:infi	diffuser
des	PRP:det	du
textes	NOM	texte
,	PUN	,
on	PRO:PER	on
supprimait	VER:impf	supprimer
plus	ADV	plus
ou	KON	ou
moins	ADV	moins
habilement	ADV	habilement
les	DET:ART	le
heu	NOM	heu
!	SENT	!
