m.	ABR	m.
pour	PRP	pour
aider	VER:infi	aider
un	DET:ART	un
être	NOM	être
aimé	VER:pper	aimer
à	PRP	à
mourir	VER:infi	mourir
.	SENT	.
il	PRO:PER	il
est	VER:pres	être
temps	NOM	temps
que	KON	que
notre	DET:POS	notre
société	NOM	société
affronte	VER:pres	affronter
ce	PRO:DEM	ce
dilemme	NOM	dilemme
moral	ADJ	moral
(...).	VER:simp	(...).
les	DET:ART	le
personnes	NOM	personne
qui	PRO:REL	qui
veulent	VER:pres	vouloir
mourir	VER:infi	mourir
parce	KON	parce
qu'	PRO:REL	que
elles	PRO:PER	elle
estiment	VER:pres	estimer
qu'	KON	que
elles	PRO:PER	elle
ont	VER:pres	avoir
fini	VER:pper	finir
leur	DET:POS	leur
vie	NOM	vie
,	PUN	,
ont	VER:pres	avoir
le	DET:ART	le
droit	NOM	droit
d'	PRP	de
être	VER:infi	être
entendues	VER:pper	entendre
et	KON	et
obéies	VER:pper	obéir
.	SENT	.
il	PRO:PER	il
faut	VER:pres	falloir
respecter	VER:infi	respecter
la	DET:ART	le
volonté	NOM	volonté
de	PRP	de
chaque	PRO:IND	chaque
être	NOM	être
humain	ADJ	humain
qui	PRO:REL	qui
,	PUN	,
responsable	ADJ	responsable
de	PRP	de
sa	DET:POS	son
vie	NOM	vie
,	PUN	,
doit	VER:pres	devoir
l'	PRO:PER	la|le
être	VER:infi	être
aussi	ADV	aussi
de	PRP	de
sa	DET:POS	son
fin	NOM	fin
de	PRP	de
vie	NOM	vie
.	SENT	.
en	PRP	en
revanche	NOM	revanche
,	PUN	,
il	PRO:PER	il
n'	ADV	ne
est	VER:pres	être
pas	ADV	pas
question	NOM	question
de	PRP	de
refuser	VER:infi	refuser
les	DET:ART	le
soins	NOM	soin
à	PRP	à
ceux	PRO:DEM	celui
qui	PRO:REL	qui
en	PRO:PER	en
attendent	VER:pres	attendre
,	PUN	,
même	ADV	même
dans	PRP	dans
la	DET:ART	le
perspective	NOM	perspective
d'	PRP	de
une	DET:ART	un
mort	NOM	mort
inéluctable	ADJ	inéluctable
.	SENT	.
