«	PUN:cit	«
florian	NOM	florian
nicolazzi	ADJ	nicolazzi
,	PUN	,
bâtiment	NOM	bâtiment
blériot	NOM	blériot
,	PUN	,
damien	NOM	damien
nicpon	NOM	nicpon
,	PUN	,
55	NUM	@card@
rue	NOM	rue
du	PRP:det	du
fort	ADJ	fort
,	PUN	,
teddy	NOM	teddy
pâques	NOM	pâque|pâques
,	PUN	,
22	NUM	@card@
rue	NOM	rue
séverine	ADJ	séverine
,	PUN	,
marine	ADJ	marin
pater	NOM	pater
,	PUN	,
25	NUM	@card@
rue	NOM	rue
louis-bousval	ADJ	louis-bousval
,	PUN	,
laëtitia	VER:simp	laëtitia
renard	NOM	renard
,	PUN	,
53	NUM	@card@
rue	NOM	rue
emile-zola	VER:simp	emile-zola
,	PUN	,
lucette	NOM	lucette
ruvera	VER:futu	ruvera
,	PUN	,
49	NUM	@card@
rue	NOM	rue
berlioz	NOM	berlioz
,	PUN	,
simone	ADJ	simone
sublon	NOM	sublon
,	PUN	,
42	NUM	@card@
rue	NOM	rue
de	PRP	de
nancy	NOM	nancy
,	PUN	,
odette	NOM	odette
sureau	NOM	sureau
,	PUN	,
16	NUM	@card@
bis	NOM	bis
,	PUN	,
rue	NOM	rue
de	PRP	de
nancy	NOM	nancy
,	PUN	,
chantal	ADJ	chantal
toussaint	NOM	toussaint
71	NUM	@card@
rue	NOM	rue
clairefontaine	ADJ	clairefontaine
,	PUN	,
jacques	NOM	jacque|jacques
villaume	NOM	villaume
,	PUN	,
3	NUM	@card@
rue	NOM	rue
de	PRP	de
toulon	NOM	toulon
,	PUN	,
jacqueline	NOM	jacqueline
weil	NOM	weil
,	PUN	,
50	NUM	@card@
rue	NOM	rue
emile-zola	VER:simp	emile-zola
,	PUN	,
margaux	ADJ	margaux
wolff	NOM	wolff
,	PUN	,
30	NUM	@card@
rue	NOM	rue
emile-zola	VER:simp	emile-zola
.	SENT	.
pour	PRP	pour
pulnoy	NOM	pulnoy
,	PUN	,
bernard	NOM	bernard
brenta	ADJ	brenta
,	PUN	,
16	NUM	@card@
rue	NOM	rue
de	PRP	de
savoie	NOM	savoie
.	SENT	.
pour	PRP	pour
cerville	NOM	cerville
,	PUN	,
olivier	NOM	olivier
delière	ADJ	delière
,	PUN	,
7	NUM	@card@
rue	NOM	rue
de	PRP	de
réméréville	NOM	réméréville
.	SENT	.
pour	PRP	pour
gondreville	NOM	gondreville
,	PUN	,
louisette	ADJ	louisette
seirolle	NOM	seirolle
,	PUN	,
8	NUM	@card@
bis	NOM	bis
,	PUN	,
rue	NOM	rue
du	PRP:det	du
four	NOM	four
.	SENT	.
pour	PRP	pour
nancy	NOM	nancy
,	PUN	,
sébastien	ADJ	sébastien
thirolle	NOM	thirolle
,	PUN	,
87	NUM	@card@
rue	NOM	rue
de	PRP	de
metz	NAM	Metz
.	SENT	.
pour	PRP	pour
liverdun	NOM	liverdun
,	PUN	,
nicole	ADJ	nicole
vuitton	NOM	vuitton
,	PUN	,
380	NUM	@card@
rue	NOM	rue
rené-fonck	NOM	rené-fonck
.	SENT	.
les	DET:ART	le
lots	NOM	lot
sont	VER:pres	être
à	PRP	à
retirer	VER:infi	retirer
à	PRP	à
l'	DET:ART	le
agence	NOM	agence
du	PRP:det	du
crédit	NOM	crédit
mutuel	ADJ	mutuel
,	PUN	,
8	NUM	@card@
rue	NOM	rue
de	PRP	de
nancy	NOM	nancy
,	PUN	,
avant	PRP	avant
le	DET:ART	le
31	NUM	@card@
janvier	NOM	janvier
.	SENT	.
