«	PUN:cit	«
plus	ADV	plus
près	ADV	près
du	PRP:det	du
terrain	NOM	terrain
,	PUN	,
avec	PRP	avec
les	DET:ART	le
associations	NOM	association
,	PUN	,
les	DET:ART	le
élus	NOM	élu
,	PUN	,
les	DET:ART	le
responsables	ADJ	responsable
locaux	NOM	local
que	KON	que
le	DET:ART	le
processus	NOM	processus
de	PRP	de
retour	NOM	retour
à	PRP	à
l'	DET:ART	le
emploi	NOM	emploi
peut	VER:pres	pouvoir
être	VER:infi	être
conduit	VER:pper	conduire
,	PUN	,
en	PRP	en
associant	VER:ppre	associer
le	DET:ART	le
soutien	NOM	soutien
et	KON	et
l'	DET:ART	le
incitation	NOM	incitation
.	SENT	.
solidarité	NOM	solidarité
rime	NOM	rime
avec	PRP	avec
fraternité	NOM	fraternité
,	PUN	,
mais	KON	mais
aussi	ADV	aussi
avec	PRP	avec
responsabilité	NOM	responsabilité
et	KON	et
dignité	NOM	dignité
.	SENT	.
cette	PRO:DEM	ce
responsabilité	NOM	responsabilité
,	PUN	,
nous	PRO:PER	nous
devons	VER:pres	devoir
l'	PRO:PER	la|le
entreprendre	VER:infi	entreprendre
pour	KON	pour
que	PRO:REL	que
s'	PRO:PER	se
exercent	VER:pres	exercer
les	DET:ART	le
talents	NOM	talent
,	PUN	,
pour	KON	pour
que	PRO:REL	que
se	PRO:PER	se
développent	VER:pres	développer
les	DET:ART	le
projets	NOM	projet
.	SENT	.
nous	PRO:PER	nous
devons	VER:pres	devoir
maintenant	ADV	maintenant
redonner	VER:infi	redonner
la	DET:ART	le
liberté	NOM	liberté
d'	PRP	de
entreprendre	VER:infi	entreprendre
pour	KON	pour
que	PRO:REL	que
se	PRO:PER	se
créent	VER:pres	créer
de	PRP	de
véritables	ADJ	véritable
emplois	NOM	emploi
,	PUN	,
pour	KON	pour
que	PRO:REL	que
se	PRO:PER	se
crée	VER:pres	créer
cette	PRO:DEM	ce
véritable	ADJ	véritable
solidarité	NOM	solidarité
.	SENT	.
nous	PRO:PER	nous
devons	VER:pres	devoir
encourager	VER:infi	encourager
nos	DET:POS	notre
forces	NOM	force|forces
créatives	ADJ	créatif
pour	PRP	pour
rendre	VER:infi	rendre
plus	ADV	plus
attractif	NOM	attractif
notre	DET:POS	notre
pays	NOM	pays
et	KON	et
plus	ADV	plus
particulièrement	ADV	particulièrement
notre	DET:POS	notre
département	NOM	département
.	SENT	.
enfin	ADV	enfin
,	PUN	,
essayons	VER:pres	essayer|essayer
de	PRP	de
répondre	VER:infi	répondre
au	PRP:det	au
désir	NOM	désir
de	PRP	de
cohésion	NOM	cohésion
entre	PRP	entre
nos	DET:POS	notre
concitoyens	NOM	concitoyen
.	SENT	.
donnons	VER:pres	donner
la	DET:ART	le
priorité	NOM	priorité
au	PRP:det	au
dialogue	NOM	dialogue
,	PUN	,
à	PRP	à
l'	DET:ART	le
écoute	NOM	écoute
(...	ABR	(...
)	PUN	)
la	DET:ART	le
société	NOM	société
change	VER:pres	changer
.	SENT	.
la	DET:ART	le
france	NOM	france
bouge	VER:pres	bouger
.	SENT	.
notre	DET:POS	notre
agglomération	NOM	agglomération
ne	ADV	ne
doit	VER:pres	devoir
pas	ADV	pas
être	VER:infi	être
sur	PRP	sur
le	DET:ART	le
banc	NOM	banc
de	PRP	de
touche	NOM	touche
.	SENT	.
elle	PRO:PER	elle
doit	VER:pres	devoir
se	PRO:PER	se
donner	VER:infi	donner
les	DET:ART	le
moyens	NOM	moyen
de	PRP	de
se	PRO:PER	se
faire	VER:infi	faire
entendre	VER:infi	entendre
(...	VER:pper	(...
)	PUN	)
a	VER:pres	avoir
chacune	PRO:IND	chacun
de	PRP	de
mes	DET:POS	mon
rencontres	NOM	rencontre
avec	PRP	avec
vous	PRO:PER	vous
,	PUN	,
partout	ADV	partout
où	PRO:REL	où
je	PRO:PER	je
vais	VER:pres	aller
,	PUN	,
je	PRO:PER	je
constate	VER:pres	constater
que	KON	que
vous	PRO:PER	vous
avez	VER:pres	avoir
cette	PRO:DEM	ce
envie	NOM	envie
d'	PRP	de
agir	VER:infi	agir
,	PUN	,
de	PRP	de
créer	VER:infi	créer
,	PUN	,
de	PRP	de
réaliser	VER:infi	réaliser
idées	NOM	idée
et	KON	et
projets	NOM	projet
.	SENT	.
vous	PRO:PER	vous
savez	VER:pres	savoir
mieux	ADV	mieux
que	KON	que
quiconque	PRO:IND	quiconque
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
préserver	VER:infi	préserver
,	PUN	,
ce	PRO:DEM	ce
qu'	PRO:REL	que
il	PRO:PER	il
faut	VER:pres	falloir
changer	VER:infi	changer
.	SENT	.
si	KON	si
vous	PRO:PER	vous
vous	PRO:PER	vous
sentez	VER:pres	sentir
appuyés	VER:pper	appuyer
,	PUN	,
accompagnés	VER:pper	accompagner
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
avec	PRP	avec
tout	PRO:IND	tout
votre	DET:POS	votre
c	NOM	c
	ADJ	
ur	VER:simp	ur
et	KON	et
votre	DET:POS	votre
intelligence	NOM	intelligence
que	KON	que
vous	PRO:PER	vous
vous	PRO:PER	vous
engagez	VER:pres	engager
.	SENT	.
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
v	NOM	v
	ADJ	
u	VER:simp	u
que	KON	que
je	PRO:PER	je
forme	VER:pres	former
pour	PRP	pour
2003	NUM	@card@
:	PUN	:
réussir	VER:infi	réussir
tous	PRO:IND	tout
ensemble	NOM	ensemble
les	DET:ART	le
enjeux	NOM	enjeu
de	PRP	de
la	DET:ART	le
france	NOM	france
et	KON	et
le	DET:ART	le
développement	NOM	développement
de	PRP	de
notre	DET:POS	notre
territoire	NOM	territoire
vosgien	ADJ	vosgien
,	PUN	,
pour	PRP	pour
laisser	VER:infi	laisser
un	DET:ART	un
avenir	NOM	avenir
meilleur	ADJ	meilleur
à	PRP	à
nos	DET:POS	notre
enfants	NOM	enfant
».	ADJ	».
