samedi	NOM	samedi
la	DET:ART	le
lecture	NOM	lecture
du	PRP:det	du
rapport	NOM	rapport
moral	ADJ	moral
et	KON	et
à	PRP	à
m.	ABR	m.
gauthier	NOM	gauthier
,	PUN	,
trésorier	NOM	trésorier
,	PUN	,
pour	PRP	pour
le	DET:ART	le
rapport	NOM	rapport
financier	ADJ	financier
.	SENT	.
dans	PRP	dans
le	DET:ART	le
rapport	NOM	rapport
moral	ADJ	moral
,	PUN	,
les	DET:ART	le
différentes	ADJ	différent
manifestations	NOM	manifestation
de	PRP	de
2002	NUM	@card@
ont	VER:pres	avoir
été	VER:pper	être
citées	VER:pper	citer
.	SENT	.
a	VER:pres	avoir
savoir	VER:infi	savoir
,	PUN	,
la	DET:ART	le
galette	NOM	galette
du	PRP:det	du
12	NUM	@card@
janvier	NOM	janvier
2002	NUM	@card@
où	PRO:REL	où
quatre	NUM	quatre
enfants	NOM	enfant
et	KON	et
leur	DET:POS	leur
famille	NOM	famille
étaient	VER:impf	être
présents	ADJ	présent
;	PUN	;
le	DET:ART	le
carnaval	NOM	carnaval
du	PRP:det	du
16	NUM	@card@
mars	NOM	mars
avec	PRP	avec
défilé	NOM	défilé
le	DET:ART	le
matin	NOM	matin
,	PUN	,
suivi	VER:pper	suivre
d'	PRP	de
un	DET:ART	un
goûter	NOM	goûter
pour	PRP	pour
les	DET:ART	le
participants	NOM	participant
,	PUN	,
et	KON	et
d'	PRP	de
un	DET:ART	un
repas	NOM	repas
dansant	VER:ppre	danser
le	DET:ART	le
soir	NOM	soir
;	PUN	;
l'	DET:ART	le
aide	NOM	aide
au	PRP:det	au
comité	NOM	comité
des	PRP:det	du
fêtes	NOM	fête
de	PRP	de
châtenois	NOM	châtenois
pour	PRP	pour
le	DET:ART	le
14	NUM	@card@
juillet	NOM	juillet
;	PUN	;
le	DET:ART	le
téléthon	NOM	téléthon
le	DET:ART	le
7	NUM	@card@
décembre	NOM	décembre
2002	NUM	@card@
avec	PRP	avec
l'	DET:ART	le
aide	NOM	aide
de	PRP	de
l'	DET:ART	le
usc	NOM	usc
,	PUN	,
la	DET:ART	le
savoureuse	ADJ	savoureux
,	PUN	,
l'	DET:ART	le
acc	NOM	acc
,	PUN	,
les	DET:ART	le
pompiers	NOM	pompier
,	PUN	,
le	DET:ART	le
vélo-club	NOM	vélo-club
de	PRP	de
trévenans	NOM	trévenans
et	KON	et
deux	NUM	deux
dames	NOM	dame
qui	PRO:REL	qui
ont	VER:pres	avoir
confectionné	VER:pper	confectionner
des	PRP:det	du
objets	NOM	objet
à	PRP	à
vendre	VER:infi	vendre
au	PRP:det	au
profit	NOM	profit
du	PRP:det	du
téléthon	NOM	téléthon
,	PUN	,
ainsi	KON	ainsi
que	KON	que
la	DET:ART	le
générosité	NOM	générosité
des	PRP:det	du
commerçants	NOM	commerçant
m.	VER:cond	m.
lancetti	VER:pper	lancetti
,	PUN	,
m.	ABR	m.
rollin	NOM	rollin
,	PUN	,
petit	ADJ	petit
casino	NOM	casino
et	KON	et
ecomarché	VER:pper	ecomarché
.	SENT	.
mme	ADJ	mme
vetter	NOM	vetter
a	VER:pres	avoir
rappelé	VER:pper	rappeler
les	DET:ART	le
aides	NOM	aide
apportées	VER:pper	apporter
par	PRP	par
l'	DET:ART	le
association	NOM	association
aux	PRP:det	au
familles	NOM	famille
en	PRP	en
2002	NUM	@card@
:	PUN	:
aide	NOM	aide
pour	PRP	pour
flavien	NOM	flavien
berthomeu	NOM	berthomeu
et	KON	et
également	ADV	également
à	PRP	à
mme	ADJ	mme
valot	NOM	valot
pour	PRP	pour
son	DET:POS	son
fauteuil	NOM	fauteuil
roulant	ADJ	roulant
.	SENT	.
l'	DET:ART	le
association	NOM	association
a	VER:pres	avoir
eu	VER:pper	avoir
connaissance	NOM	connaissance
de	PRP	de
deux	NUM	deux
familles	NOM	famille
,	PUN	,
une	NUM	un
sur	PRP	sur
châtenois	NOM	châtenois
et	KON	et
une	NOM	un
sur	PRP	sur
trévenans	NOM	trévenans
,	PUN	,
qui	PRO:REL	qui
ont	VER:pres	avoir
un	DET:ART	un
enfant	NOM	enfant
handicapé	ADJ	handicapé
.	SENT	.
mme	VER:simp	mme
vetter	VER:infi	vetter
et	KON	et
m.	VER:subi	m.
tournoux	NOM	tournoux
sont	VER:pres	être
allés	VER:pper	aller
rendre	VER:infi	rendre
visite	NOM	visite
à	PRP	à
la	DET:ART	le
famille	NOM	famille
de	PRP	de
châtenois	NOM	châtenois
,	PUN	,
mais	KON	mais
n'	ADV	ne
ont	VER:pres	avoir
pas	ADV	pas
pu	VER:pper	pouvoir
rencontrer	VER:infi	rencontrer
celle	PRO:DEM	celui
de	PRP	de
trévenans	NOM	trévenans
.	SENT	.
ces	PRO:DEM	ce
deux	NUM	deux
familles	NOM	famille
ont	VER:pres	avoir
été	VER:pper	être
invitées	VER:pper	inviter
à	PRP	à
la	DET:ART	le
galette	NOM	galette
et	KON	et
la	DET:ART	le
famille	NOM	famille
de	PRP	de
châtenois	NOM	châtenois
a	VER:pres	avoir
répondu	VER:pper	répondre
à	PRP	à
l'	DET:ART	le
invitation	NOM	invitation
.	SENT	.
pour	PRP	pour
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
la	DET:ART	le
cotisation	NOM	cotisation
est	VER:pres	être
fixée	VER:pper	fixer
à	PRP	à
7,62	NUM	@card@
.	ABR	.
la	DET:ART	le
présidente	NOM	président
a	VER:pres	avoir
remercié	VER:pper	remercier
les	DET:ART	le
généreux	ADJ	généreux
donateurs	NOM	donateur
«	PUN:cit	«
qui	PRO:REL	qui
cette	PRO:DEM	ce
année	NOM	année
encore	ADV	encore
ont	VER:pres	avoir
aidé	VER:pper	aider
l'	DET:ART	le
association	NOM	association
et	KON	et
en	PRP	en
particulier	ADJ	particulier
les	DET:ART	le
jeunes	NOM	jeune
mariés	ADJ	marié
qui	PRO:REL	qui
nous	PRO:PER	nous
offrent	VER:pres	offrir
la	DET:ART	le
quête	NOM	quête
de	PRP	de
leur	DET:POS	leur
mariage	NOM	mariage
,	PUN	,
comme	KON	comme
les	DET:ART	le
jeunes	ADJ	jeune
époux	NOM	époux
rollin	NOM	rollin
»	PUN:cit	»
mme	VER:simp	mme
vetter	VER:infi	vetter
a	VER:pres	avoir
également	ADV	également
dit	VER:pper	dire
un	DET:ART	un
grand	ADJ	grand
merci	NOM	merci
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
personnes	NOM	personne
présentes	ADJ	présent
à	PRP	à
la	DET:ART	le
galette	NOM	galette
,	PUN	,
en	PRP	en
précisant	VER:ppre	préciser
la	DET:ART	le
date	NOM	date
du	PRP:det	du
carnaval	NOM	carnaval
de	PRP	de
l'	DET:ART	le
association	NOM	association
,	PUN	,
fixée	VER:pper	fixer
au	PRP:det	au
samedi	NOM	samedi
29	NUM	@card@
mars	NOM	mars
.	SENT	.
aucune	PRO:IND	aucun
question	NOM	question
diverse	ADJ	divers
n'	ADV	ne
ayant	VER:ppre	avoir
été	VER:pper	être
posée	VER:pper	poser
,	PUN	,
la	DET:ART	le
séance	NOM	séance
a	VER:pres	avoir
été	VER:pper	être
levée	VER:pper	lever
à	PRP	à
16	NUM	@card@
h	ABR	heure
30	NUM	@card@
