c'	PRO:DEM	ce
secrétaire	NOM	secrétaire
jean-paul	NOM	jean-paul
bolmont	VER:futu	bolmont
a	VER:pres	avoir
rappelé	VER:pper	rappeler
les	DET:ART	le
participations	NOM	participation
des	PRP:det	du
représentants	NOM	représentant
de	PRP	de
la	DET:ART	le
section	NOM	section
aux	PRP:det	au
différentes	ADJ	différent
manifestations	NOM	manifestation
patriotiques	ADJ	patriotique
et	KON	et
autres	ADJ	autre
de	PRP	de
2002	NUM	@card@
et	KON	et
denis	NOM	denis
brocard	NOM	brocard
,	PUN	,
secrétaire	NOM	secrétaire
,	PUN	,
a	VER:pres	avoir
donné	VER:pper	donner
lecture	NOM	lecture
du	PRP:det	du
rapport	NOM	rapport
financier	ADJ	financier
,	PUN	,
qui	PRO:REL	qui
avait	VER:impf	avoir
été	VER:pper	être
approuvé	VER:pper	approuver
par	PRP	par
les	DET:ART	le
vérificateurs	NOM	vérificateur
des	PRP:det	du
comptes	NOM	compte
.	SENT	.
jean-claude	NOM	jean-claude
meyer	NOM	meyer
donna	VER:simp	donner
des	PRP:det	du
explications	NOM	explication
sur	PRP	sur
l'	DET:ART	le
évolution	NOM	évolution
en	PRP	en
faveur	NOM	faveur
de	PRP	de
la	DET:ART	le
décristalisation	NOM	décristalisation
des	PRP:det	du
retraites	NOM	retraite
pour	PRP	pour
les	DET:ART	le
anciens	ADJ	ancien
combattants	NOM	combattant
des	PRP:det	du
colonies	NOM	colonie
devenues	VER:pper	devenir
indépendantes	ADJ	indépendant
,	PUN	,
et	KON	et
il	PRO:PER	il
a	VER:pres	avoir
donné	VER:pper	donner
un	DET:ART	un
aperçu	NOM	aperçu
de	PRP	de
son	DET:POS	son
voyage	NOM	voyage
au	PRP:det	au
burkina-faso	NOM	burkina-faso
,	PUN	,
adressant	VER:ppre	adresser
un	DET:ART	un
appel	NOM	appel
pour	PRP	pour
un	DET:ART	un
don	NOM	don
de	PRP	de
bicyclettes	NOM	bicyclette
en	PRP	en
bon	ADJ	bon
état	NOM	état
qui	PRO:REL	qui
seraient	VER:cond	être
incluses	ADJ	inclus
dans	PRP	dans
un	DET:ART	un
envoi	NOM	envoi
en	PRP	en
cours	NOM	cour|cours
d'	PRP	de
année	NOM	année
.	SENT	.
gabriel	ADJ	gabriel
juif	NOM	juif
a	VER:pres	avoir
rappelé	VER:pper	rappeler
le	DET:ART	le
mémorial	NOM	mémorial
créé	VER:pper	créer
à	PRP	à
paris	NOM	pari
en	PRP	en
hommage	NOM	hommage
aux	PRP:det	au
combattants	NOM	combattant
d'	PRP	de
afrique	NOM	afrique
du	PRP:det	du
nord	NOM	nord
.	SENT	.
puis	ADV	puis
,	PUN	,
pour	PRP	pour
conclure	VER:infi	conclure
son	DET:POS	son
intervention	NOM	intervention
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
rendu	VER:pper	rendre
un	DET:ART	un
vibrant	ADJ	vibrant
hommage	NOM	hommage
aux	PRP:det	au
«	PUN:cit	«
poilus	NOM	poilu
»	PUN:cit	»
de	PRP	de
la	DET:ART	le
guerre	NOM	guerre
de	PRP	de
1914	NUM	@card@
-	PUN	-
1918	NUM	@card@
dont	PRO:REL	dont
seuls	ADJ	seul
subsistent	VER:pres	subsister
encore	ADV	encore
68	NUM	@card@
survivants	NOM	survivant
.	SENT	.
le	DET:ART	le
commandant	ADJ	commandant
paul	NOM	paul
ker	ADJ	ker
a	VER:pres	avoir
remis	VER:pper	remettre
la	DET:ART	le
médaille	NOM	médaille
militaire	ADJ	militaire
à	PRP	à
jean-pierre	NOM	jean-pierre
fleury-bardot	ADJ	fleury-bardot
,	PUN	,
et	KON	et
gabriel	ADJ	gabriel
juif	NOM	juif
la	DET:ART	le
médaille	NOM	médaille
de	PRP	de
bronze	NOM	bronze
du	PRP:det	du
djebel	NOM	djebel
à	PRP	à
michel	NOM	michel
brulport	ADJ	brulport
et	KON	et
jean-paul	NOM	jean-paul
bolmont	VER:futu	bolmont
.	SENT	.
le	DET:ART	le
vin	NOM	vin
d'	PRP	de
honneur	NOM	honneur
a	VER:pres	avoir
conclu	VER:pper	conclure
l'	DET:ART	le
assemblée	NOM	assemblée
générale	ADJ	général
.	SENT	.
