m.	ABR	m.
:	PUN	:
«	PUN:cit	«
le	DET:ART	le
plateau	NOM	plateau
de	PRP	de
brognard	ADJ	brognard
»	PUN:cit	»
il	PRO:PER	il
a	VER:pres	avoir
indiqué	VER:pper	indiquer
les	DET:ART	le
démarches	NOM	démarche
entamées	VER:pper	entamer
et	KON	et
les	DET:ART	le
différentes	ADJ	différent
réunions	NOM	réunion
et	KON	et
informations	NOM	information
qui	PRO:REL	qui
seront	VER:futu	être
données	VER:pper	donner
au	PRP:det	au
public	NOM	public
.	SENT	.
il	PRO:PER	il
a	VER:pres	avoir
remercié	VER:pper	remercier
tous	PRO:IND	tout
ceux	PRO:DEM	celui
,	PUN	,
employés	VER:pper	employer
,	PUN	,
habitants	NOM	habitant
qui	PRO:REL	qui
,	PUN	,
par	PRP	par
leur	DET:POS	leur
disponibilité	NOM	disponibilité
,	PUN	,
leur	DET:POS	leur
enthousiasme	NOM	enthousiasme
,	PUN	,
oeuvrent	VER:pres	œuvrer
pour	PRP	pour
que	KON	que
brognard	ADJ	brognard
avance	NOM	avance
.	SENT	.
après	PRP	après
avoir	VER:infi	avoir
souhaité	VER:pper	souhaiter
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
personnes	NOM	personne
présentes	ADJ	présent
et	KON	et
à	PRP	à
leur	DET:POS	leur
famille	NOM	famille
joie	NOM	joie
,	PUN	,
bonheur	NOM	bonheur
et	KON	et
santé	NOM	santé
au	PRP:det	au
seuil	NOM	seuil
de	PRP	de
l'	DET:ART	le
année	NOM	année
nouvelle	ADJ	nouveau
,	PUN	,
il	PRO:PER	il
les	PRO:PER	la|le
a	VER:pres	avoir
invités	VER:pper	inviter
à	PRP	à
partager	VER:infi	partager
le	DET:ART	le
verre	NOM	verre
de	PRP	de
l'	DET:ART	le
amitié	NOM	amitié
.	SENT	.
