metz	ABR	metz
décembre	NOM	décembre
2002	NUM	@card@
le	DET:ART	le
nombre	NOM	nombre
de	PRP	de
demandeurs	NOM	demandeur
d'	PRP	de
emploi	NOM	emploi
âgés	ADJ	âgé
de	PRP	de
25	NUM	@card@
à	PRP	à
49	NUM	@card@
ans	NOM	an
a	VER:pres	avoir
augmenté	VER:pper	augmenter
de	PRP	de
7,4 %	NUM	@card@
sur	PRP	sur
un	DET:ART	un
an	NOM	an
et	KON	et
représente	VER:pres	représenter
désormais	ADV	désormais
52.022	NUM	@card@
personnes	NOM	personne
.	SENT	.
les	DET:ART	le
plus	ADV	plus
de	PRP	de
50	NUM	@card@
ans	NOM	an
progressent	VER:pres	progresser
également	ADV	également
de	PRP	de
7,4 %	NUM	@card@
.	SENT	.
les	DET:ART	le
femmes	NOM	femme
sont	VER:pres	être
,	PUN	,
en	PRP	en
revanche	NOM	revanche
,	PUN	,
moins	ADV	moins
nombreuses	ADJ	nombreux
.	SENT	.
la	DET:ART	le
direction	NOM	direction
régionale	ADJ	régional
du	PRP:det	du
travail	NOM	travail
et	KON	et
de	PRP	de
l'	DET:ART	le
emploi	NOM	emploi
a	VER:pres	avoir
constaté	VER:pper	constater
une	DET:ART	un
proportion	NOM	proportion
féminine	ADJ	féminin
de	PRP	de
46,7 %	NUM	@card@
contre	PRP	contre
48,7 %	NUM	@card@
il	PRO:PER	il
y	PRO:PER	y
a	VER:pres	avoir
un	DET:ART	un
an	NOM	an
.	SENT	.
par	PRP	par
ailleurs	ADV	ailleurs
,	PUN	,
le	DET:ART	le
chômage	NOM	chômage
de	PRP	de
longue	ADJ	longue
durée	NOM	durée
a	VER:pres	avoir
augmenté	VER:pper	augmenter
de	PRP	de
12	NUM	@card@
%	SYM	%
en	PRP	en
un	DET:ART	un
an	NOM	an
.	SENT	.
pour	PRP	pour
le	DET:ART	le
troisième	NUM	troisième
trimestre	NOM	trimestre
2002	NUM	@card@
le	DET:ART	le
taux	NOM	tau|taux
de	PRP	de
chômage	NOM	chômage
est	VER:pres	être
,	PUN	,
enfin	ADV	enfin
,	PUN	,
estimé	VER:pper	estimer
à	PRP	à
8,5 %	NUM	@card@
en	PRP	en
lorraine	NOM	lorrain
.	SENT	.
contre	PRP	contre
9	NUM	@card@
%	SYM	%
en	PRP	en
france	NOM	france
.	SENT	.
