samedi	NOM	samedi
quitte	VER:pres	quitter
pas	ADV	pas
,	PUN	,
il	PRO:PER	il
devient	VER:pres	devenir
gardien	NOM	gardien
de	PRP	de
but	NOM	but
dans	PRP	dans
l'	DET:ART	le
équipe	NOM	équipe
de	PRP	de
corte	NOM	corte
.	SENT	.
a	VER:pres	avoir
son	DET:POS	son
retour	NOM	retour
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
successivement	ADV	successivement
gardien	NOM	gardien
de	PRP	de
but	NOM	but
à	PRP	à
delle	NOM	delle
puis	ADV	puis
à	PRP	à
voujeaucourt	NOM	voujeaucourt
.	SENT	.
ayant	VER:ppre	avoir
construit	VER:pper	construire
à	PRP	à
etupes	NOM	etupes
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
investit	VER:pres	investir
dans	PRP	dans
sa	DET:POS	son
nouvelle	ADJ	nouveau
commune	NOM	commune
en	PRP	en
1967	NUM	@card@
comme	KON	comme
entraîneur	NOM	entraîneur
de	PRP	de
l'	DET:ART	le
équipe	NOM	équipe
seniors	NOM	senior
d'	PRP	de
etupes	NOM	etupes
tout	ADV	tout
en	PRP	en
créant	VER:ppre	créer
l'	DET:ART	le
équipe	NOM	équipe
juniors	NOM	junior
.	SENT	.
il	PRO:PER	il
est	VER:pres	être
le	DET:ART	le
fondateur	NOM	fondateur
d'	PRP	de
une	DET:ART	un
école	NOM	école
de	PRP	de
football	NOM	football
où	PRO:REL	où
il	PRO:PER	il
assurait	VER:impf	assurer
tous	PRO:IND	tout
les	DET:ART	le
entraînements	NOM	entraînement
seniors	NOM	senior
,	PUN	,
juniors	NOM	junior
et	KON	et
poussins	NOM	poussin
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
demande	NOM	demande
de	PRP	de
m.	ABR	m.
deur	NOM	deur
,	PUN	,
en	PRP	en
1982	NUM	@card@
il	PRO:PER	il
est	VER:pres	être
élu	VER:pper	élire
au	PRP:det	au
comité	NOM	comité
directeur	ADJ	directeur
du	PRP:det	du
district	NOM	district
de	PRP	de
montbéliard	NOM	montbéliard
,	PUN	,
au	PRP:det	au
comité	NOM	comité
directeur	ADJ	directeur
du	PRP:det	du
fc	NOM	fc
etupes	ADJ	etupes
.	SENT	.
de	PRP	de
1996	NUM	@card@
jusqu'en	NOM	jusqu'en
2002	NUM	@card@
toujours	ADV	toujours
au	PRP:det	au
fc	NOM	fc
etupes	ADJ	etupes
,	PUN	,
mais	KON	mais
le	DET:ART	le
plus	ADV	plus
souvent	ADV	souvent
juge	NOM	juge
de	PRP	de
touche	NOM	touche
,	PUN	,
vu	VER:pper	voir
la	DET:ART	le
pénurie	NOM	pénurie
de	PRP	de
bénévoles	NOM	bénévole
.	SENT	.
depuis	PRP	depuis
le	DET:ART	le
11	NUM	@card@
novembre	NOM	novembre
2002	NUM	@card@
jean-françois	NOM	jean-françois
routhier	NOM	routhier
participe	VER:pres	participer
aux	PRP:det	au
travaux	NOM	travail
et	KON	et
à	PRP	à
l'	DET:ART	le
aide	NOM	aide
du	PRP:det	du
cercle	NOM	cercle
de	PRP	de
jeunesse	NOM	jeunesse
et	KON	et
sport	NOM	sport
de	PRP	de
montbéliard	NOM	montbéliard
.	SENT	.
noël	NOM	noël
gauthier	NOM	gauthier
,	PUN	,
conseiller	VER:infi	conseiller
général	ADJ	général
,	PUN	,
maire	NOM	maire
de	PRP	de
vieux-charmont	VER:futu	vieux-charmont
,	PUN	,
et	KON	et
claudine	VER:subp	claudine
marchesi	VER:pper	marchesi
,	PUN	,
adjointe	VER:pper	adjoindre
au	PRP:det	au
maire	NOM	maire
de	PRP	de
sochaux	NOM	sochaux
,	PUN	,
ont	VER:pres	avoir
remis	VER:pper	remettre
la	DET:ART	le
médaille	NOM	médaille
fédérale	ADJ	fédéral
à	PRP	à
mauricette	NOM	mauricette
piquerez	VER:futu	piquer
,	PUN	,
cheville	NOM	cheville
ouvrière	ADJ	ouvrier
et	KON	et
membre	NOM	membre
actif	ADJ	actif
de	PRP	de
l'	DET:ART	le
association	NOM	association
de	PRP	de
gymnastique	NOM	gymnastique
d'	PRP	de
exincourt	ADJ	exincourt
,	PUN	,
vice-présidente	NOM	vice-président
en	PRP	en
1973	NUM	@card@
avant	PRP	avant
de	PRP	de
devenir	VER:infi	devenir
présidente	NOM	président
depuis	PRP	depuis
1989	NUM	@card@
jusqu'à	NOM	jusqu'à
ce	PRO:DEM	ce
jour	NOM	jour
.	SENT	.
alain	NOM	alain
jeannès	NOM	jeannès
a	VER:pres	avoir
reçu	VER:pper	recevoir
lui	PRO:PER	lui
aussi	ADV	aussi
cette	PRO:DEM	ce
décoration	NOM	décoration
.	SENT	.
dirigeant	VER:ppre	diriger
de	PRP	de
basket	NOM	basket
à	PRP	à
grand-charmont	NOM	grand-charmont
depuis	PRP	depuis
1952	NUM	@card@
très	ADV	très
dévoué	VER:pper	dévouer
,	PUN	,
il	PRO:PER	il
est	VER:pres	être
d'	PRP	de
un	DET:ART	un
grand	ADJ	grand
soutien	NOM	soutien
pour	PRP	pour
le	DET:ART	le
cercle	NOM	cercle
du	PRP:det	du
pays	NOM	pays
de	PRP	de
montbéliard	NOM	montbéliard
des	PRP:det	du
médailles	NOM	médaille
jeunesse	NOM	jeunesse
et	KON	et
sport	NOM	sport
.	SENT	.
titulaire	NOM	titulaire
de	PRP	de
la	DET:ART	le
médaille	NOM	médaille
honneur	NOM	honneur
,	PUN	,
bronze	NOM	bronze
,	PUN	,
argent	NOM	argent
de	PRP	de
jeunesse	NOM	jeunesse
et	KON	et
sport	NOM	sport
;	PUN	;
médaille	NOM	médaille
de	PRP	de
bronze	NOM	bronze
,	PUN	,
argent	NOM	argent
,	PUN	,
or	NOM	or
en	PRP	en
1987	NUM	@card@
de	PRP	de
la	DET:ART	le
fédération	NOM	fédération
française	ADJ	français
de	PRP	de
basket	NOM	basket
;	PUN	;
médaille	NOM	médaille
d'	PRP	de
or	NOM	or
en	PRP	en
1996	NUM	@card@
de	PRP	de
l'	DET:ART	le
office	NOM	office
municipal	ADJ	municipal
des	PRP:det	du
sports	NOM	sport
de	PRP	de
la	DET:ART	le
ville	NOM	ville
de	PRP	de
montbéliard	NOM	montbéliard
.	SENT	.
la	DET:ART	le
médaille	NOM	médaille
fédérale	ADJ	fédéral
a	VER:pres	avoir
été	VER:pper	être
aussi	ADV	aussi
attribuée	VER:pper	attribuer
à	PRP	à
albert	NOM	albert
guillaume	NOM	guillaume
,	PUN	,
de	PRP	de
damprichard	NOM	damprichard
,	PUN	,
très	ADV	très
connu	VER:pper	connaître
sur	PRP	sur
le	DET:ART	le
plateau	NOM	plateau
.	SENT	.
il	PRO:PER	il
pratique	VER:pres	pratiquer
le	DET:ART	le
ski	NOM	ski
de	PRP	de
fond	NOM	fond
.	SENT	.
fondateur	NOM	fondateur
des	PRP:det	du
sentiers	NOM	sentier
du	PRP:det	du
doubs	NOM	doubs
en	PRP	en
1960	NUM	@card@
et	KON	et
des	PRP:det	du
randonneurs	NOM	randonneur
sur	PRP	sur
le	DET:ART	le
plateau	NOM	plateau
en	PRP	en
1975	NUM	@card@
albert	NOM	albert
a	VER:pres	avoir
de	PRP	de
nombreuses	ADJ	nombreux
responsabilités	NOM	responsabilité
:	PUN	:
vice-président	NOM	vice-président
du	PRP:det	du
ski-club	NOM	ski-club
de	PRP	de
1961	NUM	@card@
à	PRP	à
1972	NUM	@card@
secouriste	NOM	secouriste
de	PRP	de
la	DET:ART	le
croix-rouge	NOM	croix-rouge
sur	PRP	sur
piste	NOM	piste
,	PUN	,
membre	NOM	membre
du	PRP:det	du
comité	NOM	comité
ski-club	NOM	ski-club
jusqu'en	NOM	jusqu'en
1983	NUM	@card@
;	PUN	;
responsable	ADJ	responsable
sur	PRP	sur
le	DET:ART	le
plateau	NOM	plateau
,	PUN	,
il	PRO:PER	il
sert	VER:pres	servir
de	PRP	de
liaison	NOM	liaison
avec	PRP	avec
le	DET:ART	le
cercle	NOM	cercle
du	PRP:det	du
pays	NOM	pays
de	PRP	de
montbéliard	NOM	montbéliard
.	SENT	.
il	PRO:PER	il
est	VER:pres	être
titulaire	ADJ	titulaire
de	PRP	de
la	DET:ART	le
médaille	NOM	médaille
bronze	NOM	bronze
et	KON	et
argent	NOM	argent
de	PRP	de
jeunesse	NOM	jeunesse
et	KON	et
sport	NOM	sport
.	SENT	.
