m.	ABR	m.
déracinés	VER:pper	déraciner
,	PUN	,
victimes	NOM	victime
du	PRP:det	du
milieu	NOM	milieu
familial	ADJ	familial
et	KON	et
de	PRP	de
la	DET:ART	le
société	NOM	société
.	SENT	.
j'	PRO:PER	je
ai	VER:pres	avoir
remarqué	VER:pper	remarquer
avec	PRP	avec
quelle	PRO:REL	quel
patience	NOM	patience
,	PUN	,
quelle	PRO:REL	quel
abnégation	NOM	abnégation
,	PUN	,
quel	PRO:REL	quel
amour	NOM	amour
,	PUN	,
ces	PRO:DEM	ce
personnes	NOM	personne
s'	PRO:PER	se
occupent	VER:pres	occuper
d'	PRP	de
eux	PRO:PER	eux
pour	PRP	pour
pallier	VER:infi	pallier
le	DET:ART	le
milieu	NOM	milieu
familial	ADJ	familial
.	SENT	.
il	PRO:PER	il
faut	VER:pres	falloir
avoir	VER:infi	avoir
les	DET:ART	le
nerfs	NOM	nerf
solides	ADJ	solide
,	PUN	,
le	DET:ART	le
désir	NOM	désir
extrême	ADJ	extrême
d'	PRP	de
aider	VER:infi	aider
ces	PRO:DEM	ce
jeunes	NOM	jeune
,	PUN	,
pour	PRP	pour
effectuer	VER:infi	effectuer
ce	PRO:DEM	ce
métier	NOM	métier
tout	ADV	tout
à	PRP	à
fait	NOM	fait
spécial	ADJ	spécial
,	PUN	,
astreignant	ADJ	astreignant
,	PUN	,
pénible	ADJ	pénible
,	PUN	,
décourageant	VER:ppre	décourager
et	KON	et
dangereux	ADJ	dangereux
parfois	ADV	parfois
.	SENT	.
le	DET:ART	le
travail	NOM	travail
en	PRP	en
internat	NOM	internat
suppose	VER:pres	supposer
de	PRP	de
la	DET:ART	le
part	NOM	part
de	PRP	de
ce	PRO:DEM	ce
personnel	NOM	personnel
une	DET:ART	un
vie	NOM	vie
de	PRP	de
famille	NOM	famille
difficile	ADJ	difficile
à	PRP	à
gérer	VER:infi	gérer
,	PUN	,
avec	PRP	avec
des	PRP:det	du
horaires	NOM	horaire
hachés	VER:pper	hacher
dans	PRP	dans
la	DET:ART	le
journée	NOM	journée
d'	PRP	de
une	DET:ART	un
amplitude	NOM	amplitude
allant	VER:ppre	aller
de	PRP	de
7	NUM	@card@
à	PRP	à
22	NUM	@card@
heures	NOM	heure
.	SENT	.
et	KON	et
quand	KON	quand
s'	PRO:PER	se
ajoutent	VER:pres	ajouter
les	DET:ART	le
astreintes	NOM	astreinte
des	PRP:det	du
dimanches	NOM	dimanche
et	KON	et
jours	NOM	jour
fériés	ADJ	férié
!	SENT	!
j'	PRO:PER	je
étais	VER:impf	être
enseignant	VER:ppre	enseigner
,	PUN	,
métier	NOM	métier
déjà	ADV	déjà
difficile	ADJ	difficile
,	PUN	,
mais	KON	mais
nullement	ADV	nullement
comparable	ADJ	comparable
.	SENT	.
il	PRO:PER	il
faut	VER:pres	falloir
vite	ADV	vite
revoir	VER:infi	revoir
,	PUN	,
revaloriser	VER:infi	revaloriser
et	KON	et
encourager	VER:infi	encourager
ce	PRO:DEM	ce
métier	NOM	métier
,	PUN	,
créer	VER:infi	créer
des	PRP:det	du
postes	NOM	poste|postes
suffisants	ADJ	suffisant
pour	PRP	pour
vaincre	VER:infi	vaincre
cette	PRO:DEM	ce
délinquance	NOM	délinquance
croissante	ADJ	croissant
.	SENT	.
