suite	NOM	suite
aspect	NOM	aspect
financier	ADJ	financier
,	PUN	,
la	DET:ART	le
communauté	NOM	communauté
urbaine	ADJ	urbain
continue	VER:pres	continuer
à	PRP	à
prendre	VER:infi	prendre
en	PRP	en
charge	NOM	charge
les	DET:ART	le
frais	NOM	frai|frais
de	PRP	de
personnel	NOM	personnel
et	KON	et
des	PRP:det	du
matériels	NOM	matériel
engagés	VER:pper	engager
mais	KON	mais
assurera	VER:futu	assurer
,	PUN	,
en	PRP	en
plus	ADV	plus
,	PUN	,
le	DET:ART	le
renouvellement	NOM	renouvellement
des	PRP:det	du
équipements	NOM	équipement
spécifiques	ADJ	spécifique
.	SENT	.
le	DET:ART	le
conseil	NOM	conseil
donne	VER:pres	donner
son	DET:POS	son
accord	NOM	accord
pour	PRP	pour
autoriser	VER:infi	autoriser
le	DET:ART	le
maire	NOM	maire
à	PRP	à
signer	VER:infi	signer
la	DET:ART	le
convention	NOM	convention
correspondante	ADJ	correspondant
.	SENT	.
pour	PRP	pour
poursuivre	VER:infi	poursuivre
la	DET:ART	le
démarche	NOM	démarche
de	PRP	de
prévention	NOM	prévention
engagée	VER:pper	engager
sur	PRP	sur
le	DET:ART	le
territoire	NOM	territoire
du	PRP:det	du
grand	ADJ	grand
nancy	NOM	nancy
,	PUN	,
la	DET:ART	le
communauté	NOM	communauté
urbaine	ADJ	urbain
vient	VER:pres	venir
d'	PRP	de
approuver	VER:infi	approuver
la	DET:ART	le
création	NOM	création
d'	PRP	de
un	DET:ART	un
conseil	NOM	conseil
intercommunal	ADJ	intercommunal
de	PRP	de
sécurité	NOM	sécurité
et	KON	et
de	PRP	de
prévention	NOM	prévention
de	PRP	de
la	DET:ART	le
délinquance	NOM	délinquance
d'	PRP	de
agglomération	NOM	agglomération
.	SENT	.
les	DET:ART	le
élus	NOM	élu
ont	VER:pres	avoir
donné	VER:pper	donner
leur	DET:POS	leur
accord	NOM	accord
pour	PRP	pour
adhérer	VER:infi	adhérer
à	PRP	à
ce	PRO:DEM	ce
conseil	NOM	conseil
et	KON	et
ont	VER:pres	avoir
désigné	VER:pper	désigner
le	DET:ART	le
représentant	NOM	représentant
de	PRP	de
la	DET:ART	le
commune	NOM	commune
et	KON	et
son	DET:POS	son
suppléant	NOM	suppléant
.	SENT	.
la	DET:ART	le
dde	NOM	dde
vient	VER:pres	venir
de	PRP	de
donner	VER:infi	donner
son	DET:POS	son
accord	NOM	accord
pour	PRP	pour
la	DET:ART	le
poursuite	NOM	poursuite
de	PRP	de
la	DET:ART	le
vente	NOM	vente
des	PRP:det	du
30	NUM	@card@
appartements	NOM	appartement
situés	VER:pper	situer
dans	PRP	dans
les	DET:ART	le
immeubles	NOM	immeuble
de	PRP	de
la	DET:ART	le
société	NOM	société
batigère	ADJ	batigère
,	PUN	,
renoir	NOM	renoir
,	PUN	,
gauguin	NOM	gauguin
,	PUN	,
picasso	NOM	picasso
,	PUN	,
matisse	VER:subp	matir
,	PUN	,
delacroix	NOM	delacroix
et	KON	et
manet	NOM	manet
.	SENT	.
dans	PRP	dans
le	DET:ART	le
cadre	NOM	cadre
de	PRP	de
la	DET:ART	le
procédure	NOM	procédure
administrative	ADJ	administratif
,	PUN	,
la	DET:ART	le
commune	NOM	commune
est	VER:pres	être
appelée	VER:pper	appeler
à	PRP	à
faire	VER:infi	faire
part	NOM	part
de	PRP	de
sa	DET:POS	son
position	NOM	position
.	SENT	.
les	DET:ART	le
élus	NOM	élu
n'	ADV	ne
ont	VER:pres	avoir
émis	VER:pper	émettre
aucune	PRO:IND	aucun
objection	NOM	objection
pour	PRP	pour
la	DET:ART	le
poursuite	NOM	poursuite
de	PRP	de
la	DET:ART	le
vente	NOM	vente
de	PRP	de
ce	PRO:DEM	ce
programme	NOM	programme
.	SENT	.
la	DET:ART	le
société	NOM	société
batigère	ADJ	batigère
envisage	VER:pres	envisager
d'	PRP	de
acquérir	VER:infi	acquérir
à	PRP	à
la	DET:ART	le
sci	NOM	sci
,	PUN	,
la	DET:ART	le
triade	NOM	triade
,	PUN	,
un	DET:ART	un
immeuble	NOM	immeuble
de	PRP	de
rapport	NOM	rapport
à	PRP	à
usage	NOM	usage
d'	PRP	de
habitation	NOM	habitation
composé	VER:pper	composer
de	PRP	de
6	NUM	@card@
logements	NOM	logement
au	PRP:det	au
2	NUM	@card@
rue	NOM	rue
emile	ADJ	emile
haquin	NOM	haquin
.	SENT	.
elle	PRO:PER	elle
sollicite	VER:pres	solliciter
l'	DET:ART	le
obtention	NOM	obtention
,	PUN	,
par	PRP	par
la	DET:ART	le
municipalité	NOM	municipalité
,	PUN	,
de	PRP	de
la	DET:ART	le
garantie	NOM	garantie
d'	PRP	de
emprunt	NOM	emprunt
à	PRP	à
hauteur	NOM	hauteur
du	PRP:det	du
prêt	NOM	prêt
contracté	VER:pper	contracter
auprès	ADV	auprès
de	PRP	de
la	DET:ART	le
caisse	NOM	caisse
des	PRP:det	du
dépôts	NOM	dépôt
et	KON	et
consignations	NOM	consignation
.	SENT	.
le	DET:ART	le
conseil	NOM	conseil
donne	VER:pres	donner
son	DET:POS	son
accord	NOM	accord
.	SENT	.
