c'	PRO:DEM	ce
m.	ABR	m.
guilbaut	ADJ	guilbaut
à	PRP	à
toutes	PRO:IND	tout
les	DET:ART	le
cérémonies	NOM	cérémonie
ou	KON	ou
inaugurations	NOM	inauguration
.	SENT	.
participation	NOM	participation
active	VER:pres	activer
également	ADV	également
aux	PRP:det	au
manifestations	NOM	manifestation
communales	ADJ	communal
:	PUN	:
opération	NOM	opération
brioches	NOM	brioche
,	PUN	,
marché	NOM	marché
aux	PRP:det	au
fleurs	NOM	fleur
,	PUN	,
téléthon	NOM	téléthon
,	PUN	,
14	NUM	@card@
juillet	NOM	juillet
»	PUN:cit	»
il	PRO:PER	il
faut	VER:pres	falloir
encore	ADV	encore
mentionner	VER:infi	mentionner
les	DET:ART	le
sorties	NOM	sortie
,	PUN	,
visite	NOM	visite
d'	PRP	de
une	DET:ART	un
cave	NOM	cave
à	PRP	à
soulmatt	NOM	soulmatt
,	PUN	,
kerrwiller	NOM	kerrwiller
,	PUN	,
spectacle	NOM	spectacle
cabaret	NOM	cabaret
à	PRP	à
ronchamp	NOM	ronchamp
.	SENT	.
pour	PRP	pour
en	PRO:PER	en
terminer	VER:infi	terminer
avec	PRP	avec
l'	DET:ART	le
année	NOM	année
2002	NUM	@card@
à	PRP	à
noter	VER:infi	noter
la	DET:ART	le
démission	NOM	démission
de	PRP	de
hubert	NOM	hubert
claude	NOM	claude
du	PRP:det	du
poste	NOM	poste
de	PRP	de
trésorier	NOM	trésorier
pour	KON	pour
des	PRP:det	du
raisons	NOM	raison
personnelles	ADJ	personnel
.	SENT	.
la	DET:ART	le
parole	NOM	parole
était	VER:impf	être
donnée	VER:pper	donner
ensuite	ADV	ensuite
au	PRP:det	au
nouveau	ADJ	nouveau
trésorier	NOM	trésorier
yves	VER:subp	yves
lenzi	NOM	lenzi
qui	PRO:REL	qui
a	VER:pres	avoir
donné	VER:pper	donner
le	DET:ART	le
bilan	NOM	bilan
détaillé	VER:pper	détailler
en	PRP	en
mettant	VER:ppre	mettre
en	PRP	en
évidence	NOM	évidence
des	PRP:det	du
comptes	NOM	compte
équilibrés	VER:pper	équilibrer
et	KON	et
des	PRP:det	du
finances	NOM	finance
saines	ADJ	sain
.	SENT	.
pour	PRP	pour
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
la	DET:ART	le
cotisation	NOM	cotisation
annuelle	ADJ	annuel
passe	VER:pres	passer
de	PRP	de
16	NUM	@card@
à	PRP	à
17	NUM	@card@
.	ABR	.
renouvellement	NOM	renouvellement
du	PRP:det	du
tiers	NOM	tiers
sortant	VER:ppre	sortir
:	PUN	:
deux	NUM	deux
membres	NOM	membre
du	PRP:det	du
comité	NOM	comité
ont	VER:pres	avoir
démissionné	VER:pper	démissionner
,	PUN	,
claude	NOM	claude
huber	NOM	huber
et	KON	et
rené	VER:pper	renaître
fechin	NOM	fechin
.	SENT	.
cinq	NUM	cinq
membres	NOM	membre
du	PRP:det	du
comité	NOM	comité
étaient	VER:impf	être
à	PRP	à
renouveler	VER:infi	renouveler
.	SENT	.
jean	NOM	jean
mercier	NOM	mercier
,	PUN	,
roger	VER:infi	roger
marchand	ADJ	marchand
,	PUN	,
yves	NOM	yves
lenzi	ADJ	lenzi
sont	VER:pres	être
réélus	VER:pper	réélire
.	SENT	.
pierre	NOM	pierre
henriot	ADJ	henriot
et	KON	et
joël	ADJ	joël
guilbaut	NOM	guilbaut
sont	VER:pres	être
les	DET:ART	le
nouveaux	ADJ	nouveau
membres	NOM	membre
élus	VER:pper	élire
.	SENT	.
projets	NOM	projet
de	PRP	de
sorties	NOM	sortie
ou	KON	ou
d'	PRP	de
animations	NOM	animation
en	PRP	en
2003	NUM	@card@
:	PUN	:
une	DET:ART	un
journée	NOM	journée
pêche	VER:pres	pêcher
à	PRP	à
la	DET:ART	le
truite	NOM	truite
,	PUN	,
un	DET:ART	un
week-end	NOM	week-end
à	PRP	à
paris	NOM	pari
,	PUN	,
une	DET:ART	un
sortie	NOM	sortie
à	PRP	à
nancy	NOM	nancy
,	PUN	,
une	DET:ART	un
croisière	NOM	croisière
en	PRP	en
bateau	NOM	bateau
sur	PRP	sur
la	DET:ART	le
moselle	ADJ	moselle
,	PUN	,
un	DET:ART	un
thé	NOM	thé
dansant	ADJ	dansant
.	SENT	.
le	DET:ART	le
colonel	NOM	colonel
guy	ADJ	guy
baguerey	NOM	baguerey
a	VER:pres	avoir
donné	VER:pper	donner
de	PRP	de
nombreuses	ADJ	nombreux
informations	NOM	information
et	KON	et
des	PRP:det	du
réponses	NOM	réponse
sur	PRP	sur
les	DET:ART	le
questions	NOM	question
posées	ADJ	posé
:	PUN	:
demande	VER:pres	demander
de	PRP	de
la	DET:ART	le
carte	NOM	carte
du	PRP:det	du
combattant	NOM	combattant
aux	PRP:det	au
veuves	NOM	veuf|veuve
,	PUN	,
le	DET:ART	le
titre	NOM	titre
de	PRP	de
la	DET:ART	le
reconnaissance	NOM	reconnaissance
de	PRP	de
la	DET:ART	le
nation	NOM	nation
aux	PRP:det	au
veuves	NOM	veuf|veuve
,	PUN	,
le	DET:ART	le
travail	NOM	travail
de	PRP	de
mémoire	NOM	mémoire
.	SENT	.
