«	PUN:cit	«
va	VER:pres	aller
falloir	VER:infi	falloir
trouver	VER:infi	trouver
des	PRP:det	du
volontaires	NOM	volontaire
et	KON	et
un	DET:ART	un
local	NOM	local
mis	VER:pper	mettre
à	PRP	à
disposition	NOM	disposition
par	PRP	par
les	DET:ART	le
mairies	NOM	mairie
.	SENT	.
bien	ADV	bien
sûr	ADJ	sûr
,	PUN	,
on	PRO:PER	on
pense	VER:pres	penser
toujours	ADV	toujours
à	PRP	à
rajeunir	VER:infi	rajeunir
les	DET:ART	le
clubs	NOM	club
.	SENT	.
mais	KON	mais
à	PRP	à
saint-jean	NOM	saint-jean
,	PUN	,
on	PRO:PER	on
va	VER:pres	aller
déjà	ADV	déjà
dans	PRP	dans
cette	PRO:DEM	ce
direction	NOM	direction
.	SENT	.
avec	PRP	avec
une	DET:ART	un
prise	NOM	prise
de	PRP	de
responsabilités	NOM	responsabilité
et	KON	et
un	DET:ART	un
développement	NOM	développement
des	PRP:det	du
secteurs	NOM	secteur
avec	PRP	avec
des	PRP:det	du
projets	NOM	projet
d'	PRP	de
animation	NOM	animation
communs	ADJ	commun
.	SENT	.
le	DET:ART	le
plus	ADV	plus
grand	ADJ	grand
succès	NOM	succès
des	PRP:det	du
manifestations	NOM	manifestation
conviviales	ADJ	convivial
reste	VER:pres	rester
celui	PRO:DEM	celui
des	PRP:det	du
voyages	NOM	voyage
,	PUN	,
ouverts	VER:pper	ouvrir
à	PRP	à
tous	PRO:IND	tout
.	SENT	.
tous	PRO:IND	tout
renseignements	NOM	renseignement
peuvent	VER:pres	pouvoir
être	VER:infi	être
pris	VER:pper	prendre
auprès	ADV	auprès
des	PRP:det	du
responsables	ADJ	responsable
de	PRP	de
chaque	PRO:IND	chaque
club	NOM	club
.	SENT	.
les	DET:ART	le
élections	NOM	élection
ont	VER:pres	avoir
confirmé	VER:pper	confirmer
nicole	ADJ	nicole
vanson	NOM	vanson
président	NOM	président
,	PUN	,
georgette	NOM	georgette
nicolas	VER:simp	nicolas
trésorière	NOM	trésorière
,	PUN	,
andré	ADJ	andré
duval	ADJ	duval
secrétaire	NOM	secrétaire
,	PUN	,
paul	NOM	paul
delarue	ADJ	delarue
secrétaire	NOM	secrétaire
adjoint	VER:pper	adjoindre
,	PUN	,
pierre	NOM	pierre
audinot	NOM	audinot
responsable	ADJ	responsable
cartes	NOM	carte
,	PUN	,
mariette	NOM	mariette
bardot	NOM	bardot
,	PUN	,
responsable	ADJ	responsable
salle	NOM	salle
,	PUN	,
maurice	ADJ	maurice
corroy	NOM	corroy
responsable	ADJ	responsable
loisirs	NOM	loisir
,	PUN	,
liliane	ADJ	liliane
bruner	NOM	bruner
responsable	ADJ	responsable
archives	NOM	archives
.	SENT	.
