«	PUN:cit	«
nombreux	ADJ	nombreux
jeunes	NOM	jeune
,	PUN	,
il	PRO:PER	il
s'	PRO:PER	se
agit	VER:pres	agir
d'	PRP	de
un	DET:ART	un
engagement	NOM	engagement
pour	PRP	pour
la	DET:ART	le
république	NOM	république
.	SENT	.
l'	DET:ART	le
année	NOM	année
qui	PRO:REL	qui
commence	VER:pres	commencer
doit	VER:pres	devoir
nous	PRO:PER	nous
permettre	VER:infi	permettre
de	PRP	de
préparer	VER:infi	préparer
ensemble	ADV	ensemble
un	DET:ART	un
avenir	NOM	avenir
de	PRP	de
paix	NOM	paix
,	PUN	,
de	PRP	de
partage	NOM	partage
et	KON	et
de	PRP	de
prospérité	NOM	prospérité
.	SENT	.
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
bien	ADV	bien
évidemment	ADV	évidemment
inquiets	ADJ	inquiet
de	PRP	de
la	DET:ART	le
préparation	NOM	préparation
américaine	ADJ	américain
de	PRP	de
la	DET:ART	le
guerre	NOM	guerre
en	PRP	en
irak	NOM	irak
,	PUN	,
mais	KON	mais
nous	PRO:PER	nous
conservons	VER:pres	conserver
confiance	NOM	confiance
dans	PRP	dans
l'	DET:ART	le
application	NOM	application
des	PRP:det	du
résolutions	NOM	résolution
des	PRP:det	du
nations	NOM	nation
unies	ADJ	uni
.	SENT	.
nous	PRO:PER	nous
sommes	VER:pres	sommer|être
également	ADV	également
préoccupés	VER:pper	préoccuper
par	PRP	par
la	DET:ART	le
remise	NOM	remise
en	PRP	en
cause	NOM	cause
des	PRP:det	du
récentes	ADJ	récent
avancées	NOM	avancée
sociales	ADJ	social
par	PRP	par
le	DET:ART	le
gouvernement	NOM	gouvernement
d'	PRP	de
aujourd'hui	ADV	aujourd'hui
,	PUN	,
au	PRP:det	au
moment	NOM	moment
où	PRO:REL	où
le	DET:ART	le
chômage	NOM	chômage
remonte	VER:pres	remonter
.	SENT	.
la	DET:ART	le
suppression	NOM	suppression
des	PRP:det	du
emplois-jeunes	NOM	emplois-jeunes
,	PUN	,
les	DET:ART	le
premières	NUM	premier
orientations	NOM	orientation
économiques	ADJ	économique
et	KON	et
les	DET:ART	le
menaces	NOM	menace
sur	PRP	sur
les	DET:ART	le
retraites	NOM	retraite
,	PUN	,
sans	PRP	sans
compter	VER:infi	compter
la	DET:ART	le
baisse	NOM	baisse
des	PRP:det	du
crédits	NOM	crédit
alloués	VER:pper	allouer
à	PRP	à
l'	DET:ART	le
éducation	NOM	éducation
et	KON	et
à	PRP	à
la	DET:ART	le
recherche	NOM	recherche
et	KON	et
les	DET:ART	le
projets	NOM	projet
concernant	VER:ppre	concerner
les	DET:ART	le
services	NOM	service
publics	ADJ	public
,	PUN	,
vont	VER:pres	aller
peser	VER:infi	peser
lourd	ADJ	lourd
en	PRP	en
2003	NUM	@card@
a	VER:pres	avoir
saint-dié	ADJ	saint-dié
,	PUN	,
entouré	VER:pper	entourer
d'	PRP	de
une	DET:ART	un
équipe	NOM	équipe
municipale	ADJ	municipal
de	PRP	de
qualité	NOM	qualité
,	PUN	,
je	PRO:PER	je
propose	VER:pres	proposer
,	PUN	,
qu'	KON	que
ici	ADV	ici
,	PUN	,
le	DET:ART	le
cap	NOM	cap
soit	VER:subp	être
renforcé	VER:pper	renforcer
:	PUN	:
la	DET:ART	le
priorité	NOM	priorité
donnée	VER:pper	donner
au	PRP:det	au
développement	NOM	développement
économique	ADJ	économique
,	PUN	,
qui	PRO:REL	qui
a	VER:pres	avoir
connu	VER:pper	connaître
de	PRP	de
probants	ADJ	probant
résultats	NOM	résultat
(	PUN	(
près	ADV	près
de	PRP	de
2000	NUM	@card@
emplois	NOM	emploi
créés	VER:pper	créer
sur	PRP	sur
les	DET:ART	le
zones	NOM	zone
d'	PRP	de
activités	NOM	activité
)	PUN	)
et	KON	et
qui	PRO:REL	qui
doit	VER:pres	devoir
permettre	VER:infi	permettre
la	DET:ART	le
création	NOM	création
de	PRP	de
plusieurs	PRO:IND	plusieurs
centaines	NOM	centaine
d'	PRP	de
autres	ADJ	autre
postes	NOM	poste|postes
de	PRP	de
travail	NOM	travail
dans	PRP	dans
les	DET:ART	le
prochaines	ADJ	prochain
années	NOM	année
.	SENT	.
avec	PRP	avec
les	DET:ART	le
politiques	ADJ	politique
sociale	ADJ	social
,	PUN	,
sportive	ADJ	sportif
et	KON	et
culturelle	ADJ	culturel
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
le	DET:ART	le
meilleur	ADJ	meilleur
antidote	NOM	antidote
à	PRP	à
l'	DET:ART	le
exclusion	NOM	exclusion
des	PRP:det	du
plus	ADV	plus
modestes	ADJ	modeste
et	KON	et
à	PRP	à
la	DET:ART	le
pauvreté	NOM	pauvreté
.	SENT	.
nous	PRO:PER	nous
continuerons	VER:futu	continuer
en	PRP	en
2003	NUM	@card@
les	DET:ART	le
initiatives	NOM	initiative
locales	ADJ	local
ambitieuses	ADJ	ambitieux
économiquement	ADV	économiquement
,	PUN	,
novatrices	NOM	novateur
démocratiquement	ADV	démocratiquement
et	KON	et
profitables	ADJ	profitable
à	PRP	à
tous	PRO:IND	tout
,	PUN	,
en	PRP	en
particulier	NOM	particulier
aux	PRP:det	au
classes	NOM	classe
moyennes	ADJ	moyen
qui	PRO:REL	qui
doivent	VER:pres	devoir
trouver	VER:infi	trouver
à	PRP	à
saint-dié	NOM	saint-dié
,	PUN	,
les	DET:ART	le
satisfactions	NOM	satisfaction
collectives	ADJ	collectif
que	KON	que
leurs	DET:POS	leur
efforts	NOM	effort
légitiment	VER:pres	légitimer
.	SENT	.
la	DET:ART	le
sécurité	NOM	sécurité
,	PUN	,
en	PRP	en
matière	NOM	matière
de	PRP	de
services	NOM	service
d'	PRP	de
urgence	NOM	urgence
d'	PRP	de
incendie	NOM	incendie
et	KON	et
de	PRP	de
secours	NOM	secours
,	PUN	,
devra	VER:futu	devoir
trouver	VER:infi	trouver
,	PUN	,
dès	PRP	dès
cette	PRO:DEM	ce
année	NOM	année
,	PUN	,
une	DET:ART	un
solution	NOM	solution
financière	ADJ	financier
et	KON	et
partenariale	NOM	partenariale
à	PRP	à
la	DET:ART	le
hauteur	NOM	hauteur
des	PRP:det	du
besoins	NOM	besoin
de	PRP	de
la	DET:ART	le
déodatie	NOM	déodatie
.	SENT	.
je	PRO:PER	je
vous	PRO:PER	vous
renouvelle	VER:pres	renouveler
tous	PRO:IND	tout
mes	DET:POS	mon
v	NOM	v
	ADJ	
ux	ADJ	ux
de	PRP	de
bonheur	NOM	bonheur
et	KON	et
de	PRP	de
santé	NOM	santé
.	SENT	.
»	PUN:cit	»
