«	PUN:cit	«
marteaux	NOM	marteau
,	PUN	,
brigitte	VER:pres	brigitte
guillemin	NOM	guillemin
,	PUN	,
charles	ADJ	charles
goichot	NOM	goichot
,	PUN	,
marie-grâce	NOM	marie-grâce
chevalier	NOM	chevalier
qui	PRO:REL	qui
ont	VER:pres	avoir
été	VER:pper	être
élus	VER:pper	élire
pour	PRP	pour
trois	NUM	trois
ans	NOM	an
.	SENT	.
l'	DET:ART	le
association	NOM	association
est	VER:pres	être
administrée	VER:pper	administrer
par	PRP	par
un	DET:ART	un
bureau	NOM	bureau
composé	VER:pper	composer
de	PRP	de
douze	NUM	douze
membres	NOM	membre
dont	PRO:REL	dont
sept	NUM	sept
femmes	NOM	femme
.	SENT	.
le	DET:ART	le
président	NOM	président
est	VER:pres	être
jacques	NOM	jacque|jacques
andrieu	NOM	andrieu
,	PUN	,
17	NUM	@card@
rue	NOM	rue
du	PRP:det	du
vert	ADJ	vert
coteau	NOM	coteau
à	PRP	à
navenne	NOM	navenne
(	PUN	(
responsable	ADJ	responsable
de	PRP	de
formation	NOM	formation
).	VER:subi	).
le	DET:ART	le
trésorier	NOM	trésorier
:	PUN	:
thérèse	NOM	thérèse
petit	ADJ	petit
,	PUN	,
rue	NOM	rue
de	PRP	de
la	DET:ART	le
paix	NOM	paix
à	PRP	à
vesoul	NOM	vesoul
(	PUN	(
technicienne	ADJ	technicien
logistique	NOM	logistique
).	VER:subi	).
la	DET:ART	le
secrétaire	NOM	secrétaire
du	PRP:det	du
bureau	NOM	bureau
:	PUN	:
nicole	ADJ	nicole
dubois	NOM	dubois
,	PUN	,
rue	NOM	rue
du	PRP:det	du
moulin	NOM	moulin
à	PRP	à
vaivre-et-montoille	NOM	vaivre-et-montoille
(	PUN	(
secrétaire	NOM	secrétaire
de	PRP	de
direction	NOM	direction
).	ADJ	).
