samedi	NOM	samedi
avons	VER:pres	avoir
vécu	VER:pper	vivre
les	DET:ART	le
mêmes	ADJ	même
affres	NOM	affres
de	PRP	de
l'	DET:ART	le
incendie	NOM	incendie
»,	ADJ	»,
déclare	VER:pres	déclarer
le	DET:ART	le
député-maire	NOM	député-maire
de	PRP	de
commercy	NOM	commercy
.	SENT	.
«	PUN:cit	«
aujourd'hui	ADV	aujourd'hui
,	PUN	,
il	PRO:PER	il
faut	VER:pres	falloir
faire	VER:infi	faire
un	DET:ART	un
gros	ADJ	gros
effort	NOM	effort
de	PRP	de
sensibilisation	NOM	sensibilisation
pour	PRP	pour
amener	VER:infi	amener
les	DET:ART	le
gens	NOM	gens
à	PRP	à
découvrir	VER:infi	découvrir
ou	KON	ou
redécouvrir	VER:infi	redécouvrir
le	DET:ART	le
château	NOM	château
de	PRP	de
lunéville	NAM	Lunéville
,	PUN	,
pour	PRP	pour
contribuer	VER:infi	contribuer
à	PRP	à
sa	DET:POS	son
valorisation	NOM	valorisation
».	VER:futu	».
exposition	NOM	exposition
à	PRP	à
l'	DET:ART	le
automne	NOM	automne
première	NUM	premier
opération	NOM	opération
,	PUN	,
une	DET:ART	un
exposition	NOM	exposition
au	PRP:det	au
château	NOM	château
de	PRP	de
commercy	NOM	commercy
à	PRP	à
l'	DET:ART	le
automne	NOM	automne
,	PUN	,
consacrée	VER:pper	consacrer
au	PRP:det	au
roi	NOM	roi
de	PRP	de
pologne	NOM	pologne
en	PRP	en
lorraine	NOM	lorrain
.	SENT	.
présent	NOM	présent
à	PRP	à
commercy	NOM	commercy
au	PRP:det	au
côté	NOM	côté
de	PRP	de
françois	ADJ	françois
dosé	VER:pper	doser
,	PUN	,
philippe	ADJ	philippe
colson	NOM	colson
,	PUN	,
directeur	NOM	directeur
de	PRP	de
la	DET:ART	le
communication	NOM	communication
au	PRP:det	au
conseil	NOM	conseil
général	ADJ	général
de	PRP	de
la	DET:ART	le
meurthe-et-moselle	NOM	meurthe-et-moselle
,	PUN	,
en	PRP	en
charge	NOM	charge
de	PRP	de
ce	PRO:DEM	ce
dossier	NOM	dossier
,	PUN	,
a	VER:pres	avoir
précisé	VER:pper	préciser
que	KON	que
cette	PRO:DEM	ce
nouvelle	ADJ	nouveau
association	NOM	association
n'	ADV	ne
avait	VER:impf	avoir
pas	ADV	pas
pour	PRP	pour
vocation	NOM	vocation
de	PRP	de
récolter	VER:infi	récolter
des	PRP:det	du
fonds	NOM	fond|fonds
.	SENT	.
«	PUN:cit	«
l'	DET:ART	le
argent	NOM	argent
affluait	VER:impf	affluer
avant	PRP	avant
même	ADV	même
le	DET:ART	le
lancement	NOM	lancement
de	PRP	de
la	DET:ART	le
souscription	NOM	souscription
.	SENT	.
une	DET:ART	un
convention	NOM	convention
avec	PRP	avec
la	DET:ART	le
fondation	NOM	fondation
du	PRP:det	du
patrimoine	NOM	patrimoine
pour	PRP	pour
gérer	VER:infi	gérer
cette	PRO:DEM	ce
question	NOM	question
».	VER:futu	».
et	KON	et
puis	ADV	puis
,	PUN	,
il	PRO:PER	il
a	VER:pres	avoir
levé	VER:pper	lever
le	DET:ART	le
voile	NOM	voile
sur	PRP	sur
quelques-uns	PRO:IND	quelques-uns
des	PRP:det	du
premiers	NUM	premier
soutiens	NOM	soutien
de	PRP	de
cette	PRO:DEM	ce
nouvelle	ADJ	nouveau
association	NOM	association
,	PUN	,
des	PRP:det	du
célébrités	NOM	célébrité
lorraines	ADJ	lorrain
ou	KON	ou
amies	ADJ	ami
de	PRP	de
la	DET:ART	le
lorraine	NOM	lorrain
:	PUN	:
michel	NOM	michel
platini	VER:pper	platini
,	PUN	,
candice	NOM	candice
didier	ADJ	didier
,	PUN	,
championne	NOM	champion
de	PRP	de
france	NOM	france
de	PRP	de
patinage	NOM	patinage
artistique	ADJ	artistique
ou	KON	ou
encore	ADV	encore
les	DET:ART	le
meusiens	NOM	meusiens
régis	VER:pper	régir
laconi	ADJ	laconi
,	PUN	,
jean-marie	NOM	jean-marie
leblanc	ADJ	leblanc
...	PUN	...
