c'	PRO:DEM	ce
sans	PRP	sans
relâche	NOM	relâche
pour	PRP	pour
le	DET:ART	le
bien-être	NOM	bien-être
de	PRP	de
tous	PRO:IND	tout
.	SENT	.
le	DET:ART	le
bilan	NOM	bilan
financier	ADJ	financier
présenté	VER:pper	présenter
par	PRP	par
le	DET:ART	le
trésorier	NOM	trésorier
fait	VER:pres	faire
état	NOM	état
d'	PRP	de
une	DET:ART	un
trésorerie	NOM	trésorerie
saine	ADJ	sain
,	PUN	,
bilan	NOM	bilan
contrôlé	VER:pper	contrôler
par	PRP	par
le	DET:ART	le
commissaire	NOM	commissaire
aux	PRP:det	au
comptes	NOM	compte
,	PUN	,
béatrice	ADJ	béatrice
auboin	NOM	auboin
.	SENT	.
venait	VER:impf	venir
ensuite	ADV	ensuite
l'	DET:ART	le
élection	NOM	élection
du	PRP:det	du
bureau	NOM	bureau
directeur	ADJ	directeur
qui	PRO:REL	qui
est	VER:pres	être
reconduit	VER:pper	reconduire
dans	PRP	dans
sa	DET:POS	son
totalité	NOM	totalité
.	SENT	.
la	DET:ART	le
présidence	NOM	présidence
est	VER:pres	être
toujours	ADV	toujours
tenue	VER:pper	tenir
par	PRP	par
m.	ABR	m.
ottavio	NOM	ottavio
degli-esposti	NOM	degli-esposti
,	PUN	,
épaulé	VER:pper	épauler
par	PRP	par
le	DET:ART	le
vice-président	NOM	vice-président
m.	VER:futu	m.
andré	ADJ	andré
bassinet	NOM	bassinet
.	SENT	.
le	DET:ART	le
secrétariat	NOM	secrétariat
est	VER:pres	être
assuré	VER:pper	assurer
par	PRP	par
mmes	NOM	mmes
monique	ADJ	monique
piona	VER:simp	piona
et	KON	et
irène	ADJ	irène
thomas	NOM	thomas
,	PUN	,
alors	ADV	alors
que	KON	que
la	DET:ART	le
comptabilité	NOM	comptabilité
est	VER:pres	être
menée	VER:pper	mener
de	PRP	de
main	NOM	main
de	PRP	de
maître	NOM	maître
par	PRP	par
mme	ADJ	mme
michèle	NOM	michèle
piona	VER:simp	piona
et	KON	et
m.	VER:subi	m.
pierre	NOM	pierre
bloque	NOM	bloque
.	SENT	.
pour	PRP	pour
les	DET:ART	le
activités	NOM	activité
de	PRP	de
l'	DET:ART	le
année	NOM	année
2003	NUM	@card@
en	PRP	en
dehors	NOM	dehors
des	PRP:det	du
réunions	NOM	réunion
bimestrielles	ADJ	bimestriel
des	PRP:det	du
premiers	NUM	premier
et	KON	et
troisième	NUM	troisième
mercredis	NOM	mercredi
de	PRP	de
chaque	PRO:IND	chaque
mois	NOM	moi|mois
,	PUN	,
le	DET:ART	le
calendrier	NOM	calendrier
été	VER:pper	être
défini	ADJ	défini
comme	KON	comme
suit	VER:pres	suivre
:	PUN	:
8	NUM	@card@
mars	NOM	mars
,	PUN	,
loto	NOM	loto
à	PRP	à
la	DET:ART	le
salle	NOM	salle
des	PRP:det	du
fêtes	NOM	fête
;	PUN	;
26	NUM	@card@
mars	NOM	mars
,	PUN	,
thé	NOM	thé
dansant	VER:ppre	danser
même	ADJ	même
lieu	NOM	lieu
;	PUN	;
10	NUM	@card@
avril	NOM	avril
,	PUN	,
sortie	VER:pper	sortir
dans	PRP	dans
les	DET:ART	le
vosges	ADJ	vosges
;	PUN	;
4	NUM	@card@
juin	NOM	juin
,	PUN	,
concours	NOM	concours
de	PRP	de
pétanque	NOM	pétanque
;	PUN	;
18	NUM	@card@
juin	NOM	juin
,	PUN	,
journée	NOM	journée
de	PRP	de
la	DET:ART	le
forme	NOM	forme
avec	PRP	avec
barbecue	NOM	barbecue
;	PUN	;
11	NUM	@card@
octobre	NOM	octobre
,	PUN	,
loto	NOM	loto
;	PUN	;
16	NUM	@card@
octobre	NOM	octobre
,	PUN	,
sortie	NOM	sortie
dont	PRO:REL	dont
le	DET:ART	le
lieu	NOM	lieu
reste	VER:pres	rester
à	PRP	à
définir	VER:infi	définir
;	PUN	;
6	NUM	@card@
novembre	NOM	novembre
,	PUN	,
thé	NOM	thé
dansant	ADJ	dansant
;	PUN	;
4	NUM	@card@
décembre	NOM	décembre
,	PUN	,
rencontre	VER:pres	rencontrer
inter-générations	NOM	inter-générations
avec	PRP	avec
les	DET:ART	le
enfants	NOM	enfant
des	PRP:det	du
écoles	NOM	école
et	KON	et
saint-nicolas	NOM	saint-nicolas
.	SENT	.
