«	PUN:cit	«
treize	NUM	treize
associations	NOM	association
.	SENT	.
on	PRO:PER	on
nous	PRO:PER	nous
reproche	VER:pres	reprocher
d'	PRP	de
être	VER:infi	être
partial	ADJ	partial
dans	PRP	dans
le	DET:ART	le
montant	NOM	montant
des	PRP:det	du
subventions	NOM	subvention
attribuées	VER:pper	attribuer
,	PUN	,
les	DET:ART	le
chiffres	NOM	chiffre
suivants	ADJ	suivant
parlent	VER:pres	parler
d'	PRP	de
eux-mêmes	PRO:PER	lui-même
:	PUN	:
année	NOM	année
2000	NUM	@card@
:	PUN	:
subvention	NOM	subvention
globale	ADJ	global
aux	PRP:det	au
associations	NOM	association
(	PUN	(
10.093	NUM	@card@
euros	NOM	euro
),	ADJ	),
le	DET:ART	le
basket	NOM	basket
,	PUN	,
4.451	NUM	@card@
euros	NOM	euro
,	PUN	,
soit	KON	soit
44,10 %	NUM	@card@
;	PUN	;
2001	NUM	@card@
:	PUN	:
9.444	NUM	@card@
euros	NOM	euro
aux	PRP:det	au
treize	NUM	treize
associations	NOM	association
,	PUN	,
le	DET:ART	le
basket	NOM	basket
,	PUN	,
4.190	NUM	@card@
euros	NOM	euro
(	PUN	(
44,37 %	NUM	@card@
)	PUN	)
;	PUN	;
2002	NUM	@card@
:	PUN	:
8.459	NUM	@card@
euros	NOM	euro
aux	PRP:det	au
treize	NUM	treize
associations	NOM	association
,	PUN	,
le	DET:ART	le
basket	NOM	basket
,	PUN	,
3.980	NUM	@card@
euros	NOM	euro
(	PUN	(
46,46 %	NUM	@card@
).	ABR	).
quant	PRP	quant
à	PRP	à
la	DET:ART	le
suppression	NOM	suppression
du	PRP:det	du
local	NOM	local
:	PUN	:
faux	ADJ	faux
!	SENT	!
la	DET:ART	le
commune	NOM	commune
de	PRP	de
vignot	NOM	vignot
a	VER:pres	avoir
dépensé	VER:pper	dépenser
1.500	NUM	@card@
euros	NOM	euro
de	PRP	de
travaux	NOM	travail
pour	PRP	pour
aménager	VER:infi	aménager
un	DET:ART	un
bureau	NOM	bureau
destiné	VER:pper	destiner
au	PRP:det	au
fonctionnement	NOM	fonctionnement
du	PRP:det	du
basket	NOM	basket
,	PUN	,
seule	ADJ	seul
association	NOM	association
sportive	ADJ	sportif
bénéficiant	VER:ppre	bénéficier
d'	PRP	de
un	DET:ART	un
tel	PRO:DEM	tel
avantage	NOM	avantage
.	SENT	.
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
indisponible	ADJ	indisponible
:	PUN	:
faux	ADJ	faux
!	SENT	!
cette	PRO:DEM	ce
salle	NOM	salle
appartient	VER:pres	appartenir
à	PRP	à
trois	NUM	trois
communes	NOM	commune
(	PUN	(
45	NUM	@card@
%	SYM	%
à	PRP	à
commercy	NOM	commercy
,	PUN	,
45	NUM	@card@
%	SYM	%
à	PRP	à
vignot	NOM	vignot
et	KON	et
10	NUM	@card@
%	SYM	%
à	PRP	à
euville	NOM	euville
).	VER:pper	).
sur	PRP	sur
les	DET:ART	le
14	NUM	@card@
heures	NOM	heure
d'	PRP	de
occupation	NOM	occupation
hebdomadaire	ADJ	hebdomadaire
dans	PRP	dans
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
,	PUN	,
accordées	VER:pper	accorder
gratuitement	ADV	gratuitement
aux	PRP:det	au
associations	NOM	association
vignotines	NOM	vignotines
pour	PRP	pour
les	DET:ART	le
entraînements	NOM	entraînement
,	PUN	,
le	DET:ART	le
basket	NOM	basket
monopolise	VER:pres	monopoliser
12	NUM	@card@
h	ABR	heure
30	NUM	@card@
les	DET:ART	le
répartitions	NOM	répartition
du	PRP:det	du
temps	NOM	temps
d'	PRP	de
occupation	NOM	occupation
réservées	VER:pper	réserver
aux	PRP:det	au
compétitions	NOM	compétition
et	KON	et
aux	PRP:det	au
entraînements	NOM	entraînement
sportifs	ADJ	sportif
s'	PRO:PER	se
élaborent	VER:pres	élaborer
en	PRP	en
concertation	NOM	concertation
avec	PRP	avec
les	DET:ART	le
trois	NUM	trois
communes	NOM	commune
et	KON	et
toutes	PRO:IND	tout
les	DET:ART	le
associations	NOM	association
concernées	VER:pper	concerner
.	SENT	.
les	DET:ART	le
calendriers	NOM	calendrier
établis	VER:pper	établir
lors	ADV	lors
des	PRP:det	du
réunions	NOM	réunion
ne	ADV	ne
sont	VER:pres	être
en	PRP	en
aucun	PRO:IND	aucun
cas	NOM	cas
modifiés	VER:pper	modifier
en	PRP	en
cours	NOM	cour|cours
de	PRP	de
saison	NOM	saison
.	SENT	.
pour	PRP	pour
la	DET:ART	le
saison	NOM	saison
de	PRP	de
compétition	NOM	compétition
2002	NUM	@card@
-	PUN	-
2003	NUM	@card@
(	PUN	(
33	NUM	@card@
week-ends	NOM	week-end
),	ADJ	),
le	DET:ART	le
basket	NOM	basket
occupe	VER:pres	occuper
la	DET:ART	le
grande	ADJ	grand
salle	NOM	salle
de	PRP	de
sport	NOM	sport
,	PUN	,
20	NUM	@card@
samedis	NOM	samedi
et	KON	et
23	NUM	@card@
dimanches	NOM	dimanche
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
,	PUN	,
gratuitement	ADV	gratuitement
.	SENT	.
concernant	VER:ppre	concerner
les	DET:ART	le
indemnités	NOM	indemnité
de	PRP	de
fonction	NOM	fonction
,	PUN	,
le	DET:ART	le
maire	NOM	maire
et	KON	et
les	DET:ART	le
adjoints	NOM	adjoint
ne	ADV	ne
s'	PRO:PER	se
octroient	VER:pres	octroyer
pas	ADV	pas
la	DET:ART	le
totalité	NOM	totalité
des	PRP:det	du
indemnités	NOM	indemnité
de	PRP	de
fonction	NOM	fonction
autorisées	VER:pper	autoriser
par	PRP	par
la	DET:ART	le
législation	NOM	législation
.	SENT	.
mme	VER:cond	mme
la	DET:ART	le
maire	NOM	maire
,	PUN	,
lors	ADV	lors
de	PRP	de
son	DET:POS	son
élection	NOM	élection
en	PRP	en
mars	NOM	mars
2001	NUM	@card@
a	VER:pres	avoir
quitté	VER:pper	quitter
son	DET:POS	son
activité	NOM	activité
professionnelle	ADJ	professionnel
pour	PRP	pour
se	PRO:PER	se
consacrer	VER:infi	consacrer
entièrement	ADV	entièrement
à	PRP	à
la	DET:ART	le
gestion	NOM	gestion
de	PRP	de
la	DET:ART	le
commune	NOM	commune
.	SENT	.
engagement	NOM	engagement
annoncé	VER:pper	annoncer
et	KON	et
pleinement	ADV	pleinement
respecté	VER:pper	respecter
.	SENT	.
le	DET:ART	le
poste	NOM	poste
de	PRP	de
maire	NOM	maire
,	PUN	,
la	DET:ART	le
délégation	NOM	délégation
auprès	ADV	auprès
de	PRP	de
la	DET:ART	le
communauté	NOM	communauté
de	PRP	de
communes	NOM	commune
,	PUN	,
du	PRP:det	du
bureau	NOM	bureau
du	PRP:det	du
sivu	ADJ	sivu
val	NOM	val
sud	ADJ	sud
meuse	ADJ	meuse
,	PUN	,
la	DET:ART	le
présidence	NOM	présidence
bénévole	ADJ	bénévole
de	PRP	de
la	DET:ART	le
salle	NOM	salle
polyvalente	ADJ	polyvalent
,	PUN	,
représentent	VER:pres	représenter
50	NUM	@card@
heures	NOM	heure
minimum	NOM	minimum
de	PRP	de
travail	NOM	travail
par	PRP	par
semaine	NOM	semaine
pour	PRP	pour
1.041	NUM	@card@
,	PUN	,
37	NUM	@card@
euros	NOM	euro
nets	ADJ	net
mensuels	ADJ	mensuel
,	PUN	,
soit	KON	soit
70	NUM	@card@
%	SYM	%
des	PRP:det	du
indemnités	NOM	indemnité
prévues	VER:pper	prévoir
par	PRP	par
la	DET:ART	le
législation	NOM	législation
,	PUN	,
et	KON	et
ce	PRO:DEM	ce
,	PUN	,
sans	PRP	sans
changement	NOM	changement
depuis	PRP	depuis
mars	NOM	mars
2001	NUM	@card@
il	PRO:PER	il
est	VER:pres	être
intolérable	ADJ	intolérable
de	PRP	de
constater	VER:infi	constater
que	KON	que
certains	PRO:IND	certain
responsables	ADJ	responsable
de	PRP	de
l'	DET:ART	le
association	NOM	association
avenir	NOM	avenir
de	PRP	de
vignot	NOM	vignot
tirent	VER:pres	tirer
à	PRP	à
boulets	NOM	boulet
rouges	ADJ	rouge
sur	PRP	sur
la	DET:ART	le
municipalité	NOM	municipalité
en	PRP	en
place	NOM	place
depuis	PRP	depuis
mars	NOM	mars
2001	NUM	@card@
alors	KON	alors
que	KON	que
nous	PRO:PER	nous
avons	VER:pres	avoir
la	DET:ART	le
volonté	NOM	volonté
de	PRP	de
travailler	VER:infi	travailler
en	PRP	en
toute	PRO:IND	tout
équité	NOM	équité
.	SENT	.
espérons	VER:pres	espérer
,	PUN	,
pour	PRP	pour
le	DET:ART	le
bien	ADV	bien
de	PRP	de
tous	PRO:IND	tout
,	PUN	,
que	KON	que
nous	PRO:PER	nous
pourrons	VER:futu	pouvoir
enfin	ADV	enfin
dialoguer	VER:infi	dialoguer
sur	PRP	sur
des	PRP:det	du
bases	NOM	base
loyales	ADJ	loyal
et	KON	et
objectives	ADJ	objectif
avec	PRP	avec
le	DET:ART	le
futur	NOM	futur
responsable	ADJ	responsable
du	PRP:det	du
club	NOM	club
de	PRP	de
basket	NOM	basket
.	SENT	.
»	PUN:cit	»
