«	PUN:cit	«
mougenot	NOM	mougenot
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
musculation	NOM	musculation
(	PUN	(
robert	NOM	robert
barth	NOM	barth
),	ADJ	),
les	DET:ART	le
séances	NOM	séance
se	PRO:PER	se
déroulent	VER:pres	dérouler
chaque	PRO:IND	chaque
jeudi	NOM	jeudi
de	PRP	de
20	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
21	NUM	@card@
h	ABR	heure
45	NUM	@card@
elle	PRO:PER	elle
compte	VER:pres	compter
3	NUM	@card@
femmes	NOM	femme
et	KON	et
8	NUM	@card@
hommes	NOM	homme
.	SENT	.
la	DET:ART	le
jeune	ADJ	jeune
section	NOM	section
yoga	NOM	yoga
(	PUN	(
robert	NOM	robert
barth	NOM	barth
)	PUN	)
fonctionne	VER:pres	fonctionner
avec	PRP	avec
18	NUM	@card@
participants	NOM	participant
.	SENT	.
les	DET:ART	le
séances	NOM	séance
ont	VER:pres	avoir
lieu	NOM	lieu
tous	PRO:IND	tout
les	DET:ART	le
lundis	NOM	lundi
de	PRP	de
18	NUM	@card@
h	ABR	heure
à	PRP	à
19	NUM	@card@
h	ABR	heure
15	NUM	@card@
il	PRO:PER	il
serait	VER:cond	être
intéressant	VER:ppre	intéresser
d'	PRP	de
ouvrir	VER:infi	ouvrir
les	DET:ART	le
sorties	ADJ	sorti
patinoire/piscine	NOM	patinoire/piscine
(	PUN	(
valérie	NOM	valérie
moreau	ADJ	moreau
et	KON	et
pascale	ADJ	pascal
borgetto	NOM	borgetto
)	PUN	)
à	PRP	à
l'	DET:ART	le
intercommunalité	NOM	intercommunalité
pour	PRP	pour
ne	ADV	ne
pas	ADV	pas
gaspiller	VER:infi	gaspiller
des	PRP:det	du
frais	NOM	frai|frais
de	PRP	de
transport	NOM	transport
.	SENT	.
la	DET:ART	le
traditionnelle	ADJ	traditionnel
randonnée	NOM	randonnée
(	PUN	(
arnaud	VER:simp	arnaud
mougenot	NOM	mougenot
)	PUN	)
aux	PRP:det	au
alentours	NOM	alentour
de	PRP	de
dampierre	NOM	dampierre
a	VER:pres	avoir
été	VER:pper	être
suivie	VER:pper	suivre
par	PRP	par
8	NUM	@card@
courageux	NOM	courageux
le	DET:ART	le
matin	NOM	matin
,	PUN	,
et	KON	et
23	NUM	@card@
l'	DET:ART	le
après-midi	NOM	après-midi
.	SENT	.
pour	PRP	pour
le	DET:ART	le
cinéma	NOM	cinéma
(	PUN	(
marie-jeanne	NOM	marie-jeanne
figard	ADJ	figard
)	PUN	)
le	DET:ART	le
fal	NOM	fal
travaille	VER:pres	travailler
avec	PRP	avec
le	DET:ART	le
circuit	NOM	circuit
ecran	ADJ	ecran
mobile	ADJ	mobile
.	SENT	.
la	DET:ART	le
fréquentation	NOM	fréquentation
va	VER:pres	aller
de	PRP	de
7	NUM	@card@
à	PRP	à
80	NUM	@card@
spectateurs	NOM	spectateur
.	SENT	.
l'	DET:ART	le
atelier	NOM	atelier
théâtral	ADJ	théâtral
(	PUN	(
alexia	NOM	alexia
perret	ADJ	perret
)	PUN	)
regroupe	VER:pres	regrouper
7	NUM	@card@
adolescents	NOM	adolescent
sur	PRP	sur
plusieurs	PRO:IND	plusieurs
mois	NOM	moi|mois
.	SENT	.
le	DET:ART	le
spectacle	NOM	spectacle
du	PRP:det	du
8	NUM	@card@
et	KON	et
9	NUM	@card@
juin	NOM	juin
,	PUN	,
a	VER:pres	avoir
enregistré	VER:pper	enregistrer
133	NUM	@card@
spectateurs	NOM	spectateur
.	SENT	.
pour	PRP	pour
«	PUN:cit	«
la	DET:ART	le
colporteuse	NOM	colporteur
»,	ADJ	»,
le	DET:ART	le
fal	NOM	fal
a	VER:pres	avoir
enregistré	VER:pper	enregistrer
60	NUM	@card@
entrées	NOM	entrée
.	SENT	.
a	VER:pres	avoir
la	DET:ART	le
percée	NOM	percée
du	PRP:det	du
vin	NOM	vin
jaune	ADJ	jaune
à	PRP	à
montigny-les-arsures	NOM	montigny-les-arsures
,	PUN	,
on	PRO:PER	on
a	VER:pres	avoir
compté	VER:pper	compter
53	NUM	@card@
participants	NOM	participant
.	SENT	.
45	NUM	@card@
amateurs	NOM	amateur
de	PRP	de
sensations	NOM	sensation
fortes	ADJ	fort
ont	VER:pres	avoir
pris	VER:pper	prendre
la	DET:ART	le
route	NOM	route
d'	PRP	de
europa-park	NOM	europa-park
.	SENT	.
lont	VER:futu	lont
été	VER:pper	être
élus	VER:pper	élire
au	PRP:det	au
comité	NOM	comité
:	PUN	:
agnès	NOM	agnès
figard	ADJ	figard
,	PUN	,
marie-jeanne	NOM	marie-jeanne
figard	ADJ	figard
,	PUN	,
monique	ADJ	monique
eyer	NOM	eyer
,	PUN	,
jean-noël	NOM	jean-noël
haegi	NOM	haegi
,	PUN	,
hubert	NOM	hubert
colin	NOM	colin
.	SENT	.
commissaire	NOM	commissaire
aux	PRP:det	au
comptes	NOM	compte
,	PUN	,
martial	ADJ	martial
marchesini	NAM	marchesini
.	SENT	.
prévision	NOM	prévision
:	PUN	:
9	NUM	@card@
février	NOM	février
,	PUN	,
sortie	VER:pper	sortir
à	PRP	à
la	DET:ART	le
percée	NOM	percée
du	PRP:det	du
vin	NOM	vin
jaune	ADJ	jaune
à	PRP	à
arlay	NOM	arlay
;	PUN	;
en	PRP	en
mars	NOM	mars
concert	NOM	concert
;	PUN	;
en	PRP	en
avril	NOM	avril
randonnée	VER:pper	randonner
pédestre	ADJ	pédestre
,	PUN	,
4	NUM	@card@
mai	NOM	mai
foire	NOM	foire
aux	PRP:det	au
puces	NOM	puce
;	PUN	;
18	NUM	@card@
mai	NOM	mai
sortie	VER:pper	sortir
à	PRP	à
europa-park	NOM	europa-park
.	SENT	.
