m.	ABR	m.
ont-ils	NOM	ont-ils
pas	ADV	pas
leur	DET:POS	leur
mot	NOM	mot
à	PRP	à
dire	VER:infi	dire
?	SENT	?
ne	ADV	ne
vont-ils	VER:simp	vont-ils
pas	ADV	pas
troubler	VER:infi	troubler
le	DET:ART	le
jeu	NOM	jeu
?	SENT	?
allons	VER:pres	aller
donc	ADV	donc
!	SENT	!
ne	ADV	ne
sortent-ils	NOM	sortent-ils
pas	ADV	pas
des	PRP:det	du
mêmes	ADJ	même
écoles	NOM	école
que	KON	que
les	DET:ART	le
dirigeants	NOM	dirigeant
de	PRP	de
l'	DET:ART	le
économie	NOM	économie
?	SENT	?
mais	KON	mais
alors	ADV	alors
,	PUN	,
les	DET:ART	le
français	ADJ	français
roulés	VER:pper	rouler
dans	PRP	dans
la	DET:ART	le
farine	NOM	farine
vont	VER:pres	aller
bien	ADV	bien
finir	VER:infi	finir
par	PRP	par
se	PRO:PER	se
révolter	VER:infi	révolter
?	SENT	?
que	KON	que
non	ADV	non
pas	ADV	pas
(...)	VER:cond	(...)
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
a	VER:pres	avoir
plus	ADV	plus
de	PRP	de
travailleurs	NOM	travailleur
,	PUN	,
mais	KON	mais
de	PRP	de
simples	ADJ	simple
consommateurs	NOM	consommateur
bercés	VER:pper	bercer
(	PUN	(
bernés	VER:pper	berner
?)	NOM	?)
par	PRP	par
la	DET:ART	le
télévision	NOM	télévision
et	KON	et
la	DET:ART	le
publicité	NOM	publicité
.	SENT	.
il	PRO:PER	il
n'	ADV	ne
y	PRO:PER	y
aurait	VER:cond	avoir
guère	ADV	guère
qu'	KON	que
un	DET:ART	un
faible	ADJ	faible
espoir	NOM	espoir
d'	PRP	de
une	DET:ART	un
solution	NOM	solution
juste	ADJ	juste
.	SENT	.
puisque	KON	puisque
le	DET:ART	le
dossier	NOM	dossier
doit	VER:pres	devoir
être	VER:infi	être
bouclé	VER:pper	boucler
avant	PRP	avant
la	DET:ART	le
fin	NOM	fin
de	PRP	de
l'	DET:ART	le
été	NOM	été
,	PUN	,
et	KON	et
que	KON	que
les	DET:ART	le
négociations	NOM	négociation
qui	PRO:REL	qui
se	PRO:PER	se
respectent	VER:pres	respecter
doivent	VER:pres	devoir
toujours	ADV	toujours
se	PRO:PER	se
clore	VER:infi	clore
au	PRP:det	au
cours	NOM	cour|cours
d'	PRP	de
un	DET:ART	un
marathon	NOM	marathon
nocturne	ADJ	nocturne
,	PUN	,
il	PRO:PER	il
faudrait	VER:cond	falloir
fixer	VER:infi	fixer
le	DET:ART	le
dernier	ADJ	dernier
rendez-vous	NOM	rendez-vous
à	PRP	à
la	DET:ART	le
nuit	NOM	nuit
du	PRP:det	du
4	NUM	@card@
août	NOM	août
.	SENT	.
mais	KON	mais
comme	KON	comme
l'	DET:ART	le
histoire	NOM	histoire
,	PUN	,
dit-on	NOM	dit-on
,	PUN	,
ne	ADV	ne
repasse	VER:pres	repasser
jamais	ADV	jamais
les	DET:ART	le
plats	NOM	plat
,	PUN	,
nous	PRO:PER	nous
risquons	VER:pres	risquer
,	PUN	,
nous	PRO:PER	nous
les	DET:ART	le
petits	NOM	petit
,	PUN	,
de	PRP	de
vivre	VER:infi	vivre
plutôt	ADV	plutôt
la	DET:ART	le
bérézina	NOM	bérézina
.	SENT	.
