«	PUN:cit	«
fois	NOM	foi|fois
;	PUN	;
190	NUM	@card@
	NOM	
à	PRP	à
l'	DET:ART	le
inscription	NOM	inscription
,	PUN	,
190	NUM	@card@
	NOM	
pour	PRP	pour
le	DET:ART	le
20	NUM	@card@
mars	NOM	mars
et	KON	et
le	DET:ART	le
solde	NOM	solde
au	PRP:det	au
20	NUM	@card@
mai	NOM	mai
.	SENT	.
les	DET:ART	le
personnes	NOM	personne
non	ADV	non
imposables	ADJ	imposable
penseront	VER:futu	penser
à	PRP	à
faire	VER:infi	faire
la	DET:ART	le
demande	NOM	demande
pour	PRP	pour
l'	DET:ART	le
aide	NOM	aide
aux	PRP:det	au
vacances	NOM	vacance
.	SENT	.
pour	PRP	pour
tous	PRO:IND	tout
renseignements	NOM	renseignement
et	KON	et
inscriptions	NOM	inscription
contacter	VER:infi	contacter
mme	VER:futu	mme
henriette	ADJ	henriette
renauld	NOM	renauld
,	PUN	,
14	NUM	@card@
rue	NOM	rue
jean-moulin	NOM	jean-moulin
à	PRP	à
faulx	NOM	faulx
,	PUN	,
tél	ABR	téléphone
.	SENT	.
03.83	NUM	@card@
.	SENT	.
49.38	NUM	@card@
.	SENT	.
79	NUM	@card@
