m.	ABR	m.
sont	VER:pres	être
regardées	VER:pper	regarder
avec	PRP	avec
plus	ADV	plus
de	PRP	de
suspicion	NOM	suspicion
que	KON	que
de	PRP	de
compassion	NOM	compassion
!	SENT	!
chez	PRP	chez
les	DET:ART	le
animaux	NOM	animal
,	PUN	,
les	DET:ART	le
créatures	NOM	créature
les	DET:ART	le
plus	ADV	plus
faibles	ADJ	faible
,	PUN	,
les	DET:ART	le
êtres	NOM	être|êtres
blessés	ADJ	blessé
,	PUN	,
malades	ADJ	malade
,	PUN	,
isolés	VER:pper	isoler
,	PUN	,
fragilisés	VER:pper	fragiliser
sont	VER:pres	être
éliminés	VER:pper	éliminer
.	SENT	.
lutter	VER:infi	lutter
contre	PRP	contre
l'	DET:ART	le
insécurité	NOM	insécurité
,	PUN	,
est-ce	ADJ	est-ce
donc	ADV	donc
appliquer	VER:infi	appliquer
la	DET:ART	le
loi	NOM	loi
impitoyable	ADJ	impitoyable
de	PRP	de
la	DET:ART	le
nature	NOM	nature
?	SENT	?
réprimer	VER:infi	réprimer
,	PUN	,
quand	KON	quand
c'	PRO:DEM	ce
est	VER:pres	être
nécessaire	ADJ	nécessaire
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
surtout	ADV	surtout
prévenir	VER:infi	prévenir
,	PUN	,
éduquer	VER:infi	éduquer
,	PUN	,
retisser	VER:infi	retisser
le	DET:ART	le
lien	NOM	lien
social	ADJ	social
là	ADV	là
où	PRO:REL	où
il	PRO:PER	il
est	VER:pres	être
défait	VER:pper	défaire
,	PUN	,
en	PRP	en
appeler	VER:infi	appeler
chaque	PRO:IND	chaque
fois	NOM	foi|fois
qu'	PRO:REL	que
il	PRO:PER	il
est	VER:pres	être
possible	ADJ	possible
à	PRP	à
la	DET:ART	le
solidarité	NOM	solidarité
plutôt	ADV	plutôt
qu'	KON	que
à	PRP	à
la	DET:ART	le
sécurité	NOM	sécurité
.	SENT	.
le	DET:ART	le
propre	NOM	propre
des	PRP:det	du
sociétés	NOM	société
humanisées	VER:pper	humaniser
,	PUN	,
c'	PRO:DEM	ce
est	VER:pres	être
précisément	ADV	précisément
de	PRP	de
protéger	VER:infi	protéger
les	DET:ART	le
plus	ADV	plus
démunis	VER:pper	démunir
et	KON	et
non	ADV	non
tenir	VER:infi	tenir
le	DET:ART	le
pauvre	NOM	pauvre
comme	KON	comme
premier	NOM	premier
responsable	ADJ	responsable
de	PRP	de
ses	DET:POS	son
propres	ADJ	propre
déboires	NOM	déboire
.	SENT	.
en	PRP	en
caressant	VER:ppre	caresser
l'	DET:ART	le
opinion	NOM	opinion
dans	PRP	dans
le	DET:ART	le
sens	NOM	sen|sens
du	PRP:det	du
poil	NOM	poil
sécuritaire	ADJ	sécuritaire
,	PUN	,
le	DET:ART	le
projet	NOM	projet
de	PRP	de
loi	NOM	loi
de	PRP	de
sécurité	NOM	sécurité
intérieure	ADJ	intérieur
s'	PRO:PER	se
applique	VER:pres	appliquer
à	PRP	à
flatter	VER:infi	flatter
nos	DET:POS	notre
instincts	NOM	instinct
les	DET:ART	le
plus	ADV	plus
primaires	ADJ	primaire
,	PUN	,
notre	DET:POS	notre
petite	ADJ	petit
tranquillité	NOM	tranquillité
primant	VER:ppre	primer
sur	PRP	sur
la	DET:ART	le
détresse	NOM	détresse
vécue	VER:pper	vivre
de	PRP	de
chacune	PRO:IND	chacun
de	PRP	de
ces	PRO:DEM	ce
personnes	NOM	personne
:	PUN	:
sdf	NOM	sdf
,	PUN	,
sans-papiers	NOM	sans-papiers
,	PUN	,
gitan	NOM	gitan
,	PUN	,
prostituée	VER:pper	prostituer
,	PUN	,
jeune	ADJ	jeune
de	PRP	de
la	DET:ART	le
cage	NOM	cage
d'	PRP	de
escalier	NOM	escalier
...	PUN	...
ils	PRO:PER	il
ne	ADV	ne
sont	VER:pres	être
pas	ADV	pas
une	DET:ART	un
menace	NOM	menace
pour	PRP	pour
l'	DET:ART	le
ordre	NOM	ordre
public	ADJ	public
,	PUN	,
ni	KON	ni
une	DET:ART	un
souillure	NOM	souillure
dans	PRP	dans
nos	DET:POS	notre
paysages	NOM	paysage
urbains	ADJ	urbain
!	SENT	!
chacun	PRO:IND	chacun
d'	PRP	de
eux	PRO:PER	eux
est	VER:pres	être
unique	ADJ	unique
et	KON	et
son	DET:POS	son
histoire	NOM	histoire
est	VER:pres	être
sacrée	ADJ	sacré
.	SENT	.
